"","X79x35","X94x44","X96x42","X94x26","X99x27","X96x40","X92x46","X76x24","X74x36","X93x35","X77x35","X80x36","X90x26","X73x35","X87x27","X92x26","X81x25","X92x44","X101x45","X86x48","X101x27","X79x39","X92x32","X78x44","X93x23","X101x25","X91x23","X83x45","X84x44","X72x32","X75x49","X76x44","X82x28","X90x44","X71x31","X71x27","X81x45","X76x48","X94x48","X86x30","X100x38","X84x48","X92x36","X98x46","X80x22","X71x43","X100x28","X77x49","X97x41","X78x36","X78x42","X83x47","X78x30","X90x36","X90x46","X75x27","X72x42","X73x27","X88x38","X98x32","X97x49","X88x26","X82x46","X97x21","X75x29","X93x41","X81x23","X92x24","X71x45","X99x21","X76x38","X85x43","X96x46","X86x26","X99x49","X97x37","X92x34","X88x30","X74x22","X79x25","X90x48","X100x42","X90x38","X87x35","X87x33","X89x41","X94x24","X81x35","X75x25","X78x40","X82x22","X93x47","X92x28","X93x27","X97x25","X71x21","X97x35","X87x23","X101x29","X76x26","X88x48","X91x43","X75x31","X71x35","X91x45","X85x45","X71x47","X79x23","X100x22","X71x37","X99x33","X84x40","X74x46","X89x45","X94x40","X74x26","X86x28","X89x33","X73x47","X84x24","X72x24","X98x42","X81x37","X74x48","X99x31","X78x28","X77x23","X90x28","X73x49","X91x25","X99x25","X83x25","X94x36","X99x37","X98x26","X85x21","X73x45","X85x49","X85x25","X71x33","X85x29","X92x48","X75x37","X84x28","X91x27","X86x24","X98x38","X88x34","X82x42","X71x49","X101x37","X76x36","X76x32","X86x36","X77x33","X89x49","X93x21","X88x36","X97x27","X95x21","X85x41","X73x23","X85x37","X71x23","X95x25","X95x43","X94x46","X89x23","X73x29","X71x29","X78x38","X85x27","X93x37","X96x22","X87x39","X99x39","X80x24","X83x39","X73x43","X75x21","X97x43","X80x28","X101x39","X98x48","X85x31","X94x32","X91x49","X86x32","X83x43","X92x22","X80x26","X98x30","X98x24","X96x34","X74x40","X77x43","X101x47","X74x44","X84x26","X94x30","X72x44","X91x31","X93x29","X74x42","X101x23","X100x26","X82x36","X96x24","X99x23","X81x41","X100x46","X101x31","X77x21","X89x37","X96x44","X84x38","X79x43","X88x42","X97x29","X88x46","X83x23","X78x22","X93x39","X94x22","X80x38","X87x41","X92x40","X87x31","X91x37","X92x42","X81x43","X100x44","X77x25","X72x30","X86x42","X100x30","X96x28","X80x46","X74x30","X77x45","X93x49","X83x29","X89x27","X88x44","X89x39","X81x39","X100x34","X73x39","X95x27","X72x38","X75x43","X71x41","X82x48","X90x30","X89x21","X90x22","X79x27","X91x29","X95x41","X82x44","X77x37","X100x40","X95x29","X94x28","X78x46","X95x35","X80x34","X99x41","X84x22","X73x41","X95x39","X84x42","X89x35","X77x29","X97x31","X95x33","X82x32","X82x26","X78x32","X82x34","X94x42","X91x35","X83x31","X87x43","X93x31","X72x26","X79x49","X75x33","X90x42","X84x36","X89x25","X72x34","X97x23","X84x32","X80x30","X79x37","X87x47","X73x25","X91x33","X82x40","X83x37","X72x46","X81x33","X89x31","X81x49","X92x38","X77x39","X73x33","X75x39","X76x46","X88x24","X91x39","X77x41","X97x47","X85x39","X100x36","X83x41","X79x45","X78x26","X83x33","X75x41","X83x49","X88x32","X72x40","X80x42","X88x28","X101x33","X71x25","X97x45","X83x27","X93x25","X97x33","X83x21","X81x21","X87x37","X96x30","X81x31","X90x32","X89x43","X85x33","X85x23","X96x36","X100x32","X86x40","X96x48","X98x36","X100x24","X88x22","X82x30","X96x38","X74x34","X79x47","X92x30","X72x48","X73x31","X72x28","X99x35","X79x31","X75x23","X80x44","X76x22","X84x34","X81x47","X98x28","X89x29","X84x46","X76x40","X95x49","X99x45","X75x47","X74x28","X87x25","X79x33","X74x32","X88x40","X77x27","X77x47","X99x29","X98x44","X87x49","X95x47","X94x34","X79x41","X98x40","X80x32","X91x21","X93x45","X99x43","X96x32","X71x39","X98x34","X83x35","X101x35","X95x37","X91x41","X84x30","X74x24","X90x40","X85x35","X81x29","X87x21","X75x45","X76x42","X95x45","X73x37","X86x22","X76x28","X89x47","X100x48","X86x34","X79x29","X93x43","X73x21","X87x29","X86x44","X82x24","X95x31","X101x43","X96x26","X93x33","X78x48","X78x34","X80x48","X86x46","X98x22","X94x38","X91x47","X74x38","X82x38","X75x35","X86x38","X85x47","X95x23","X101x21","X87x45","X72x36","X90x34","X80x40","X101x49","X79x21","X76x34","X97x39","X99x47","X78x24","X101x41","X90x24","X72x22","X76x30","X81x27","X77x31"
"Cldn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trpv4",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc17a7",3,0,1,29,17,2,1,40,0,2,2,0,22,8,26,24,42,0,1,2,5,1,2,0,20,14,17,0,1,32,3,0,35,0,33,19,0,1,1,22,4,0,2,0,45,1,0,4,2,2,0,0,37,1,1,25,2,32,0,3,1,26,0,24,26,3,34,22,0,28,2,1,0,35,1,1,5,19,29,24,0,0,3,3,4,1,20,4,36,0,29,0,25,21,22,20,3,22,2,27,1,2,29,1,1,1,0,44,23,3,3,0,2,0,2,41,19,2,0,35,35,1,1,0,4,25,39,28,0,21,20,37,4,3,23,36,3,2,20,56,28,0,5,26,30,23,1,4,0,4,4,1,38,1,5,0,17,4,10,30,1,35,1,48,35,0,2,28,48,47,1,21,2,20,1,1,32,0,0,27,1,38,5,0,0,0,1,5,3,26,46,4,17,3,0,0,1,0,43,5,3,6,13,0,21,18,4,28,24,0,2,4,24,0,1,2,0,0,1,1,36,36,1,24,2,1,2,12,0,4,0,0,37,49,3,2,18,3,34,0,1,40,25,1,1,2,7,2,18,1,2,1,1,9,23,23,22,24,0,0,1,0,3,17,1,1,6,1,39,3,1,3,7,29,1,3,3,39,6,7,3,5,7,1,4,30,1,0,1,2,24,6,39,4,26,1,1,35,5,1,1,1,3,2,0,2,3,4,0,1,27,0,0,1,1,3,0,1,34,4,1,0,6,2,1,21,3,41,2,25,21,2,41,52,0,0,20,10,0,7,12,2,4,2,0,2,38,19,19,0,1,0,5,1,32,30,2,19,42,2,40,0,2,1,15,1,1,0,0,1,25,31,6,29,0,40,0,2,0,0,0,4,3,2,2,23,0,0,8,1,6,3,6,3,1,31,31,1,0,22,29,1,1,2,0,34,34,2,2,4,25,4,16,25,0,29,1,1,21,1,2,6,0,0,27,0,0,3,3,4,1,2,19,24,1,2,4,1,0,21,1,3,0,36,0,21,23,27,28,30
"Cck",7,4,1,51,22,1,4,65,1,0,6,1,38,5,30,28,75,2,3,2,16,4,3,2,35,8,38,0,5,50,2,0,37,1,73,55,4,1,0,22,3,1,3,1,72,2,0,2,4,2,0,2,48,4,1,70,3,91,0,7,1,48,2,43,58,3,87,51,1,37,2,3,0,71,0,4,4,34,48,46,1,0,2,4,11,4,22,4,53,4,30,0,24,43,21,62,4,42,2,89,1,2,61,6,0,3,5,85,28,2,9,1,3,2,1,81,43,7,0,58,61,1,3,1,6,55,51,50,0,28,28,64,6,8,19,43,2,1,45,61,23,0,3,42,45,51,0,13,1,0,8,5,60,5,2,3,31,1,12,41,4,79,9,45,68,1,3,35,62,83,5,38,0,51,7,2,48,2,0,55,1,64,3,1,0,4,3,12,1,52,107,1,15,6,2,3,0,0,97,7,2,6,20,5,37,45,2,36,28,1,2,8,33,2,3,8,2,0,4,0,64,59,7,29,4,2,2,16,5,4,3,0,75,54,1,5,21,2,38,3,3,59,40,2,3,0,5,3,22,0,1,0,0,17,36,33,58,25,4,1,1,0,1,13,2,3,6,1,51,0,2,3,5,32,2,6,5,76,12,10,2,3,5,3,2,87,1,2,1,7,33,4,49,6,30,2,0,122,10,4,5,0,8,5,1,3,1,7,1,2,66,1,1,1,0,4,0,2,53,5,4,0,13,1,3,48,9,74,3,50,35,2,69,88,2,7,26,10,0,15,55,7,10,1,1,4,46,51,24,4,3,0,4,2,52,60,4,34,44,1,86,3,1,4,38,0,3,2,0,1,50,67,6,41,0,50,0,0,1,3,1,5,2,2,8,44,0,2,4,3,4,3,7,3,0,21,68,3,4,40,46,0,3,1,4,56,55,3,1,9,53,2,65,25,3,46,9,1,20,2,1,8,0,2,57,1,3,1,1,9,3,4,36,51,4,6,6,2,2,53,7,6,1,43,0,37,48,34,52,40
"Nrn1",0,1,0,4,2,0,0,8,0,0,1,2,4,0,3,5,8,0,1,0,0,0,0,0,10,2,8,0,0,6,0,0,8,0,9,2,0,0,0,2,0,0,0,0,20,0,1,0,0,0,0,0,4,0,0,7,0,16,0,1,0,6,1,5,6,0,3,7,0,5,0,0,1,8,0,1,1,2,15,7,0,0,0,3,0,0,4,0,4,1,14,0,3,8,3,15,2,4,1,14,0,0,6,0,0,0,0,12,5,0,0,0,0,0,0,11,6,0,0,7,9,0,0,0,0,8,14,2,0,12,4,9,1,0,5,16,0,0,7,5,4,0,0,5,4,9,2,0,0,0,1,0,7,1,0,1,8,0,5,2,1,11,0,17,9,0,0,0,8,21,0,5,1,4,0,1,6,0,0,9,1,10,0,0,0,0,0,1,0,7,14,0,7,1,0,0,0,0,12,0,0,1,0,0,6,1,0,4,5,1,0,1,12,1,0,1,0,0,0,0,10,8,0,3,1,0,0,2,0,0,0,0,9,6,0,0,3,0,11,0,0,10,4,0,0,0,1,0,11,0,0,0,2,0,10,1,5,1,1,1,0,1,0,2,0,2,1,0,11,0,0,0,1,4,0,1,2,6,2,1,1,1,0,0,1,11,0,0,0,0,6,0,4,0,5,0,0,7,1,0,1,0,0,0,0,0,1,0,1,0,6,0,0,0,0,2,2,0,3,2,0,0,1,0,0,8,3,9,0,3,8,0,12,16,0,0,4,4,0,0,11,0,1,2,0,1,3,6,6,0,1,0,2,1,16,10,0,3,15,1,10,2,0,0,3,0,0,0,0,0,5,6,0,5,0,11,0,2,0,0,0,3,0,0,1,6,0,0,0,0,2,0,0,0,0,2,5,0,0,2,7,0,0,0,0,7,9,0,0,1,7,0,9,3,0,10,0,0,4,0,0,1,0,0,7,0,0,1,0,1,1,0,7,6,0,0,0,0,0,14,0,0,0,9,0,9,8,8,6,10
"Tbr1",1,0,0,8,3,0,0,4,1,0,0,0,10,1,3,8,6,0,1,0,3,0,0,0,2,4,2,0,1,6,1,0,12,0,4,2,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,1,11,0,0,3,0,5,0,0,0,3,0,1,5,0,4,9,0,5,0,0,0,7,0,0,0,2,3,2,0,0,0,0,0,0,5,0,4,2,1,0,4,7,5,2,0,1,0,1,0,0,5,0,0,0,0,6,3,0,0,0,0,0,0,2,9,2,0,3,3,0,0,0,2,5,4,6,0,3,6,1,0,0,7,5,0,0,1,7,4,0,0,4,6,0,0,0,0,0,0,0,5,0,0,0,1,0,8,2,0,5,0,8,12,0,0,2,8,6,0,4,0,3,1,0,3,0,0,6,0,1,0,0,1,0,0,1,0,4,4,0,2,1,0,0,0,0,9,0,0,1,4,0,4,2,0,8,0,0,0,0,5,0,0,0,0,0,0,0,7,2,0,2,0,0,0,1,0,0,0,0,6,12,0,2,4,0,6,0,0,7,8,0,0,1,0,0,7,0,0,0,0,0,2,1,4,7,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,12,1,0,0,6,0,0,0,0,0,0,1,5,0,0,0,0,1,0,15,1,5,0,0,6,1,0,1,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,1,5,0,8,1,8,4,0,2,9,0,0,3,0,0,1,2,0,0,0,0,1,6,1,4,0,0,0,1,0,7,1,1,4,1,1,3,0,0,2,4,0,0,0,0,0,5,2,1,13,0,3,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0,2,0,0,0,10,2,0,0,2,2,0,0,0,0,4,5,0,0,0,12,0,3,4,0,5,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,5,3,0,1,0,0,0,2,3,0,0,2,0,4,5,3,2,6
"Rtn4r",1,0,0,2,1,0,0,7,0,0,0,0,8,1,2,1,5,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,4,0,6,0,0,0,0,0,0,1,0,0,6,0,0,1,1,0,0,0,2,0,0,5,0,8,0,0,0,6,0,2,4,0,4,0,0,5,0,0,0,12,0,0,0,0,4,3,0,0,0,0,0,0,2,0,1,0,3,0,4,2,3,6,0,2,1,4,0,0,4,1,0,1,0,6,4,1,0,0,0,0,1,6,1,0,0,3,2,1,0,0,0,0,6,1,0,2,4,3,1,0,2,2,0,0,0,0,3,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,3,0,0,6,0,8,0,3,5,0,0,2,5,3,0,2,0,1,0,0,1,0,0,5,1,2,0,0,0,0,0,1,1,4,7,0,2,1,0,0,0,0,8,1,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,0,0,0,6,4,0,1,0,0,0,1,0,2,0,0,4,4,0,0,0,0,2,0,0,4,4,0,0,1,0,0,0,0,0,0,0,1,2,7,5,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,5,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,2,0,1,3,0,6,4,0,0,1,0,0,1,1,1,1,0,0,0,4,3,3,0,2,0,1,0,3,2,0,1,4,0,7,0,0,0,2,0,0,0,1,0,1,3,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,4,0,1,1,4,1,0,0,0,3,4,0,0,0,3,0,5,2,0,6,0,0,1,1,0,0,0,0,7,1,0,0,1,0,0,0,3,3,0,0,1,0,0,4,0,0,0,1,1,2,3,3,5,2
"3110035E14Rik",0,0,0,16,10,0,0,16,1,2,0,0,9,2,17,12,11,0,1,1,4,0,2,0,5,7,9,0,0,23,2,1,23,0,12,11,0,0,0,6,1,0,1,0,6,1,0,1,0,0,0,1,17,0,0,12,0,11,0,1,0,15,0,9,16,0,12,14,0,9,0,0,0,18,1,1,1,19,6,7,0,0,2,0,2,2,15,2,16,0,7,0,15,11,10,5,1,10,1,10,0,0,17,1,0,1,0,11,9,2,1,1,0,1,1,10,18,1,2,19,5,0,0,0,2,10,9,12,1,17,19,13,2,0,15,10,0,1,3,17,8,0,1,24,7,18,0,1,0,1,1,1,14,0,1,0,5,1,1,5,1,12,0,5,14,0,0,10,24,21,0,8,0,9,1,0,8,0,0,12,1,14,0,0,0,3,0,2,1,7,8,2,12,0,1,0,0,0,20,4,0,6,8,0,10,11,0,16,4,0,0,2,4,1,1,1,0,0,0,0,8,10,0,3,0,0,0,2,1,1,0,0,4,24,0,0,10,0,16,0,0,23,10,2,0,1,0,0,13,0,1,0,0,5,6,11,4,13,0,0,0,0,3,8,0,0,0,0,11,0,0,0,0,20,0,2,0,14,7,0,1,0,0,0,1,14,1,1,0,0,17,2,4,1,11,0,0,5,2,0,0,0,2,0,1,0,2,0,1,0,12,0,2,0,1,2,0,0,9,2,0,0,3,0,0,13,0,9,0,13,15,0,9,13,1,1,9,1,0,1,10,1,1,0,0,0,16,6,6,0,0,1,1,1,24,12,1,7,5,0,16,0,1,0,7,0,0,2,0,0,6,13,1,15,0,7,0,1,0,1,0,0,0,0,4,9,0,0,0,2,1,0,0,0,0,11,11,0,0,21,8,0,1,0,1,13,12,1,1,1,21,0,5,16,0,16,2,1,19,2,1,3,0,1,7,0,0,0,1,0,1,0,7,12,0,2,2,2,0,5,0,0,0,10,1,13,5,13,11,9
"Satb2",0,0,0,1,1,0,0,1,0,0,0,0,1,0,3,1,1,0,0,0,1,0,1,0,3,1,1,0,0,0,0,0,4,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,1,2,0,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,0,2,0,3,0,0,2,1,0,0,0,0,2,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,2,4,2,0,0,1,0,0,0,0,3,0,0,0,5,2,0,0,1,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,2,0,1,2,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,3,0,1,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,4,0,0,1,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,2,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,3,0,0,1,1,1,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,0,0,0,0,1,3,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,2,2
"Garnl3",0,0,0,2,1,1,2,3,0,1,0,1,3,0,3,2,0,0,0,0,0,0,2,0,2,1,2,1,2,4,1,0,7,2,3,5,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,7,0,0,3,0,0,0,0,1,4,0,3,4,0,2,6,0,1,3,2,0,4,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,3,6,4,0,0,3,0,4,1,0,2,0,0,0,1,3,1,1,0,1,0,0,1,1,4,1,0,2,2,1,2,3,2,6,2,1,0,5,6,4,1,0,4,1,0,0,2,3,3,0,0,4,6,3,0,0,2,1,0,0,1,0,0,1,4,0,0,2,1,1,0,2,5,0,1,3,5,1,0,0,0,0,1,1,2,0,0,2,0,6,0,0,1,0,0,1,1,1,3,1,4,1,1,0,0,0,3,0,0,1,0,1,3,1,0,4,2,0,0,2,2,0,0,1,0,2,0,1,8,1,0,2,0,0,0,0,0,3,1,0,2,11,0,1,0,1,7,2,0,6,6,0,0,0,0,0,2,0,0,0,0,0,1,1,0,3,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0,3,1,1,0,3,1,1,0,1,0,2,0,1,1,1,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,2,0,2,0,1,0,0,3,0,2,0,1,1,0,3,2,0,0,3,1,0,0,3,1,1,0,0,1,2,3,1,0,1,1,0,4,4,1,1,0,1,1,2,1,1,0,1,1,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,2,1,0,3,0,0,2,1,0,2,1,0,1,3,3,1,0,5,1,0,0,0,0,0,5,0,0,0,3,0,0,3,2,2,0,0,4,0,0,1,1,0,1,0,0,1,1,2,0,1,0,3,1,0,1,1,0,1,1,1,0,3,0,1,1,2,1,2
"Galnt9",0,0,0,2,1,0,0,7,0,0,1,0,2,2,1,4,3,0,0,0,2,0,3,1,4,3,5,0,0,5,0,0,4,0,3,2,0,0,0,4,1,0,0,0,4,0,1,0,1,1,0,0,7,0,0,3,0,0,0,0,0,3,0,2,3,0,3,4,0,10,0,0,0,3,0,0,0,3,2,6,2,0,0,0,0,0,1,2,4,1,1,0,3,2,3,0,0,4,0,5,0,0,1,0,0,0,0,4,6,0,1,0,0,0,1,5,1,0,0,5,3,0,0,0,1,1,6,6,0,2,4,2,0,0,4,2,0,1,2,4,2,0,1,1,2,5,0,1,0,0,0,1,1,0,0,0,3,0,1,4,0,5,0,7,4,1,0,2,7,7,0,3,0,3,0,0,2,0,0,2,1,3,1,1,2,0,0,0,0,6,1,0,3,0,0,0,0,1,5,0,0,1,4,0,5,2,0,3,2,0,0,0,0,0,1,1,0,0,0,0,7,6,0,2,0,0,1,4,0,0,0,0,1,2,0,0,5,0,2,0,0,2,3,1,0,0,2,0,2,0,0,0,0,0,4,0,6,9,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,5,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,4,2,6,1,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,3,2,0,0,0,0,0,4,0,5,0,1,0,0,3,2,0,1,3,1,0,0,2,0,2,0,0,0,5,2,3,0,0,0,0,0,7,2,0,2,1,0,3,1,0,0,1,0,0,0,0,2,2,4,1,1,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,3,0,0,2,6,0,1,0,1,3,1,0,0,0,4,0,0,5,0,8,0,0,6,0,0,0,0,1,6,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,2,6,6,3,3
"Penk",71,26,22,2,0,28,35,1,50,12,43,71,2,41,2,2,1,61,1,18,0,46,9,32,2,0,0,7,73,3,119,36,1,43,1,0,74,33,21,2,39,25,42,1,3,49,0,29,30,72,24,55,0,29,44,1,50,2,0,30,3,1,23,1,0,25,0,2,63,0,62,67,7,0,0,43,24,0,1,0,55,0,49,22,52,23,3,69,0,60,1,21,1,2,1,1,31,0,1,0,34,21,2,6,30,48,42,1,2,57,25,28,99,10,29,0,3,26,50,0,2,13,41,18,0,2,2,2,58,0,2,1,61,26,0,2,72,61,2,4,0,7,46,0,0,0,6,95,35,63,20,64,1,26,2,26,0,36,0,0,41,0,96,1,0,19,27,0,1,3,69,1,32,0,43,44,1,63,20,1,3,2,22,1,0,9,29,31,82,0,0,2,1,15,14,55,9,36,3,1,43,2,0,38,0,1,66,0,1,81,1,0,1,50,51,85,50,32,0,21,0,2,32,2,51,5,72,3,34,47,40,0,1,2,32,0,1,37,1,52,7,1,0,79,30,75,18,41,1,22,32,42,33,0,0,0,1,1,8,112,30,2,0,0,43,24,33,29,0,34,36,66,40,3,1,20,3,1,0,59,42,87,0,48,1,1,60,0,23,55,0,1,0,8,1,22,38,0,33,46,59,60,19,1,72,24,17,1,10,42,4,11,68,0,32,78,63,37,4,76,65,27,17,37,54,5,5,0,9,2,0,27,1,0,8,0,2,21,21,42,1,72,6,38,2,70,1,1,7,42,1,77,0,117,4,1,32,2,0,124,0,44,70,1,1,54,23,7,3,26,1,1,14,1,39,3,1,0,0,67,16,32,95,25,0,1,25,23,25,14,38,110,36,86,87,1,0,65,48,1,1,35,46,32,93,0,2,59,2,32,2,80,2,0,88,1,1,0,0,39,31,60,91,79,1,2,52,41,59,59,72,79,2,1,47,50,48,31,0,1,17,37,2,0,6,1,0,1,0,1
