"","A X4x12","A X3x13","A X4x14","A X6x12","A X5x13","A X7x11","A X3x10","A X4x13","A X2x13","A X5x14","A X8x10","A X3x14","A X5x12","B X15x19","B X17x10","B X18x8","B X15x20","B X16x19","B X20x22","B X15x18","B X19x9","B X18x9","B X18x7","B X15x17","C X15x4","C X16x7","C X18x5","C X19x6","C X15x6","C X16x2","C X14x2","C X16x4","C X18x6","C X15x2","C X17x2","D X17x20","D X10x7","D X15x4","D X8x12","D X9x9","D X11x15","D X14x8","D X12x8","D X4x12","D X3x17","D X16x7","D X6x14","D X17x6","D X18x5","D X10x9","D X11x4","D X12x7","D X13x6","D X4x17","D X8x7","D X9x6","D X10x5","D X11x8","D X14x7","D X15x6","D X7x16","D X8x14","D X10x12","D X12x10","D X13x11","D X3x13","D X4x14","D X5x15","D X6x12","D X9x15","D X11x6","D X8x2","D X9x3","D X14x2","D X7x15","D X6x16","D X8x9","D X9x4","D X10x3","D X11x10","D X14x5","D X12x13","D X6x11","D X18x6","D X9x13","D X10x10","D X11x3","D X12x4","D X15x9","D X13x9","D X3x15","D X5x13","D X7x11","D X12x3","D X13x2","D X5x16","D X16x8","D X19x5","D X17x21","D X10x6","D X15x5","D X8x11","D X9x10","D X11x12","D X12x15","D X15x2","D X16x6","D X17x7","D X7x12","D X10x8","D X11x5","D X12x6","D X13x7","D X13x4","D X5x11","D X4x16","D X9x7","D X10x4","D X11x9","D X14x6","D X15x7","D X9x12","D X7x17","D X8x13","D X9x8","D X10x15","D X11x14","D X14x9","D X12x9","D X4x13","D X3x16","D X6x15","D X17x5","D X7x14","D X11x7","D X13x5","D X4x18","D X8x8","D X9x5","D X11x11","D X14x4","D X12x12","D X8x15","D X9x14","D X10x13","D X9x16","D X12x11","D X13x10","D X3x12","D X4x15","D X5x14","D X3x18","D X6x13","D X12x2","D X13x3","D X5x17","D X20x5","D X8x3","D X9x2","D X14x3","D X6x17","D X8x10","D X9x11","D X8x16","D X11x13","D X14x10","D X16x5","D X7x13","D X10x11","D X11x2","D X12x5","D X15x8","D X13x8","D X3x14","D X5x12","E X18x10","E X10x14","E X14x7","E X16x17","E X16x8","E X19x10","E X20x13","E X11x12","E X18x11","E X22x13","E X22x14","E X13x15","E X16x18","F X22x19","F X24x14","F X25x15","F X28x10","F X19x13","F X17x13","F X20x14","F X23x19","F X21x15","F X25x16","F X15x13","F X17x6","F X18x5","F X21x17","F X16x11","F X17x10","F X22x17","F X24x16","F X25x13","F X19x15","F X18x8","F X21x13","F X14x14","F X15x15","F X16x13","F X19x8","F X17x8","F X24x18","F X19x17","F X18x6","F X18x12","F X14x12","F X20x17","F X19x5","F X22x18","F X24x13","F X26x15","F X16x15","F X17x14","F X20x13","F X18x13","F X23x16","F X22x15","F X23x14","F X25x17","F X16x6","F X17x7","F X21x18","F X15x16","F X17x11","F X22x16","F X18x16","F X24x15","F X25x14","F X26x13","F X19x12","F X17x12","F X20x15","F X23x18","F X21x14","F X15x12","F X17x5","F X21x16","F X16x12","F X18x14","F X23x13","F X24x17","F X19x14","F X21x12","F X14x15","F X15x14","F X20x16","F X26x14","F X16x14","F X17x15","F X20x12","F X23x17","F X22x14","F X18x15","F X23x15","F X24x19","F X16x5","F X19x16","F X18x7","F X14x13","F X26x16","F X23x20"
"HIC1",0,9,3,0,0,1,0,0,0,13,0,2,14,0,0,48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,4,0,7,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,12,0,0,3,3,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,4,0,0,0,1,0,4,0,7,3,0,4,0,3,2,0,0,3,0,0,3,0,0,0,3,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,2,0,0,0,5,0,1,0,0,0,1,9,1,1,10,0,2,2,0,0,0,0,0,4,0,22,2,4,0,0,0,0,0,0,1,1,2,0,3,8,0,1,0,0,0,0,0,0,0,0,6,3,3,10,8,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1
"HNRNPF",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,1,14,8,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,2,1,0,1,0,0,4,0,17,0,0,0,0,4,1,0,0,1,4,5,0,0,0,3,0,0,3,0,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0,2,2,0,0,18,3,0,13,0,0,9,0,1,1,53,1,2,0,0,3,0,0,1,4,0,0,0,18,2,0,1,1,0,0,35,0,0,0,2,9,0,0,2,0,7,0,0,0,7,1,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,5,0,6,0,0,0,5,0,0,12,0,0,0,0,0,0,3,1,0,9,0,0,6,0,0,0,0,0,0,0,22,0,0,0,2,1,0,0,8,0,0,3,2,0,0,0,0,0,2,0,2,4,6,8,6,4,6,2,0,4,0,0,0,0,0,1,0,11,3,0,2,4,0,1,0,0,0,0,0
"ARPC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,0,3,0,0,0,0,0,4,0,0,0,14,0,0,6,1,0,1,0,3,0,4,0,5,3,0,7,0,0,0,0,0,3,1,1,1,1,8,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,2,0,0,0,0,0,0,5,0,9,0,8,2,0,1,3,0,1,1,5,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,20,0,0,3,0,6,2,0,2,2,0,1,0,0,0,0,0,1,1,2,0,0,2,1,0,0,0,5,1,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,1,1,0,0,0,5,0,2,0,0,0,4,4,0,0,6,0,0,0,2,0,0,3,4,3,2,3,0,2,6,0,0,0,0,0,2,3,9,0,4,0,4,0,0,3,0,0,5,6,0,0,1,0,0,4,2,0,0,0,0,4,0,0,0,0,2,5,0,0,7,5,0,1,0,0,0,1,9
"SF3B4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,25,0,2,0,0,0,0,0,5,0,0,0,3,0,9,33,0,0,17,0,0,0,5,0,0,7,0,0,3,40,1,0,10,0,8,24,1,0,0,0,3,3,0,0,0,25,0,0,0,7,0,0,0,5,0,0,5,3,0,0,0,0,4,0,0,0,0,0,3,4,8,0,0,11,1,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,5,0,0,0,0,39,14,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,13,7,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,2,0,1,7,6,0,5,0,0,2,0,0,7,6,2,3,0,0,16,7,0,0,43,3,0,0,0,0,0,0,0,0,10,0,0,33,10,10,0,1,5,0,21,0,0,0,0,0,0,0,0,7,0,6,0,1,3,0,3,0,0,2,0
"PFN1",4,14,19,19,6,10,25,56,18,54,29,9,23,10,5,15,11,4,4,15,12,26,1,21,15,10,16,0,18,37,12,33,0,24,6,36,21,76,0,69,69,46,60,13,31,75,15,23,24,24,21,65,81,5,23,47,54,38,25,128,24,15,31,24,20,65,43,31,40,9,35,34,33,40,22,19,45,54,16,40,69,31,39,25,43,34,11,8,43,21,38,26,41,94,25,33,48,15,5,72,46,27,11,13,30,74,62,36,50,48,40,51,32,43,9,24,33,64,68,37,152,39,27,26,66,26,39,14,41,24,2,25,60,42,39,142,32,36,25,42,38,18,54,55,30,22,16,12,4,40,38,22,14,29,16,21,4,9,13,31,2,9,48,5,27,11,24,58,48,10,15,38,23,14,11,9,0,12,13,0,2,16,11,10,29,11,5,0,8,54,31,48,42,36,105,12,13,28,126,42,26,17,127,41,37,74,11,11,41,88,36,12,58,25,20,59,53,11,52,63,108,22,14,71,92,44,96,75,23,44,85,29,31,54,96,30,43,82,78,45,62,38,1,7,75,22,31,34,93,66,126,162,138,97,23,33,35,45,26,96,11,11,36,66,62,22,20,131,49,44,21,12,19,34,28
"PPP1CA",0,0,15,17,3,0,0,1,2,31,0,0,4,0,0,17,11,0,8,16,13,2,0,18,0,0,0,0,0,0,1,0,0,0,66,3,0,7,0,6,7,1,4,0,0,0,3,3,3,2,0,6,1,5,1,3,1,2,2,8,8,20,7,1,0,1,9,5,7,0,1,0,3,8,2,0,0,3,0,1,3,0,3,0,0,0,4,4,1,6,0,10,0,13,2,4,0,2,1,0,9,3,2,0,3,4,2,0,1,10,0,8,1,8,2,14,12,4,2,2,23,2,2,3,4,0,0,0,4,7,2,3,4,5,2,5,2,0,0,3,1,4,0,2,3,3,10,0,0,3,5,0,0,0,8,2,6,0,7,0,1,1,6,3,2,0,2,2,2,1,4,2,1,16,1,4,0,0,1,1,0,3,0,0,10,0,11,0,3,42,36,8,28,1,9,5,13,5,46,6,36,2,33,12,12,34,1,10,7,12,5,2,22,8,16,4,15,5,9,0,29,5,0,2,5,20,22,26,4,8,10,29,0,9,35,6,4,15,22,17,11,4,3,4,43,8,11,14,81,6,37,45,28,47,0,5,7,5,3,10,1,2,16,37,23,33,16,39,1,9,0,0,0,6,52
"PSMC4",0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,11,4,1,1,0,0,5,0,2,0,0,0,2,0,1,0,1,3,2,3,4,0,1,1,2,0,0,2,3,3,0,2,2,0,3,0,0,0,4,0,2,6,1,0,2,3,0,1,0,1,4,3,0,0,0,2,1,1,0,17,0,0,0,1,0,1,1,4,4,3,3,4,8,2,3,0,5,0,2,3,5,6,0,1,0,7,0,0,2,2,1,0,2,11,0,2,9,3,0,0,4,1,0,0,3,0,5,2,0,1,10,0,0,0,3,0,0,2,0,8,0,1,0,4,3,0,1,3,1,9,2,3,2,0,0,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,7,3,0,4,7,2,0,2,6,3,0,8,0,0,0,8,0,1,4,3,2,1,0,0,7,2,4,0,2,2,2,3,3,0,0,6,0,4,0,3,9,2,2,3,2,0,3,3,0,9,5,0,2,2,9,3,5,10,10,6,1,3,5,0,0,12,0,3,3,2,3,4,5,10,10,5,0,0,2,0,4
"PSMD13",2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,2,0,0,1,3,0,2,0,0,0,3,1,0,0,0,0,6,0,1,0,0,6,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,2,2,0,0,0,4,0,0,2,3,0,0,0,0,0,2,13,0,0,0,3,0,0,3,0,0,0,1,2,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,6,0,0,0,5,2,0,0,1,4,0,6,1,0,3,8,0,0,0,0,1,0,0,0,1,1,0,0,0,2,2,1,0,8,5,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,7,2,0,2,2,0,9,0,0,0,0,0,1,3,0,0,2,21,0,0,1,4,2,7,1,4,2,0,4,0,0,0,5,3,2,0,0,8,8,5,0,0,7,0,3,2,1,1,8,0,0,3,5,0,1,0,9,1,4,7,8,9,0,0,8,0,0,3,0,7,7,1,0,0,3,0,6,7,4,0,0,7,7
"RNH1",1,0,0,0,0,0,10,0,0,4,1,0,0,0,0,10,6,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,3,0,0,0,0,2,0,0,0,1,15,3,3,0,0,4,7,0,0,0,1,2,1,2,0,0,0,2,1,8,5,5,0,0,2,0,2,0,0,0,4,0,10,0,5,3,0,1,2,0,5,4,2,0,0,0,0,1,1,4,6,5,8,1,7,0,0,1,3,4,1,0,0,1,0,2,1,5,3,1,3,1,8,0,1,0,1,0,7,2,0,0,1,6,1,4,0,1,5,2,0,1,0,1,0,1,4,2,0,0,0,1,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0,2,0,0,5,0,0,4,0,0,5,2,8,9,1,3,11,6,7,0,20,2,0,6,0,0,0,9,0,2,11,3,5,0,1,4,16,2,5,1,0,0,13,3,7,2,2,6,3,0,2,3,17,0,8,13,2,17,4,2,0,0,7,1,5,5,30,5,3,28,23,9,7,0,0,0,0,0,1,1,0,4,0,5,7,12,3,2,0,0,2,0,3
"BCAP31",0,14,0,1,7,6,3,0,3,0,1,12,3,0,0,0,16,20,1,0,4,6,0,0,2,0,29,0,0,1,0,0,0,4,11,0,6,0,0,4,9,5,0,0,5,6,4,1,0,0,2,2,1,3,2,4,6,1,1,6,1,0,1,4,1,4,3,2,4,0,1,0,1,0,0,0,11,5,1,8,2,1,8,2,2,2,0,1,2,5,2,5,0,8,1,4,3,2,5,2,5,4,5,2,3,8,5,1,3,7,2,3,2,3,2,7,8,6,0,64,8,0,0,0,3,3,4,1,2,0,0,4,4,0,0,5,0,4,8,7,1,1,3,12,1,2,3,2,5,7,2,8,0,3,5,3,2,0,0,0,1,0,2,15,3,7,2,76,7,1,5,4,4,1,0,7,0,0,3,0,0,12,7,1,0,2,3,3,0,9,5,0,6,7,18,14,8,3,24,3,1,8,18,3,11,12,0,5,13,14,0,21,22,8,3,100,16,7,21,21,43,1,4,33,18,15,8,15,3,5,19,5,0,13,19,6,21,5,0,11,11,9,0,0,24,1,4,10,27,4,6,17,7,12,18,7,9,1,0,9,3,2,19,16,6,4,4,29,2,4,10,0,3,30,8
"ATOX1",6,8,6,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,2,0,0,0,2,1,0,5,1,2,0,5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,6,0,0,0,4,0,0,0,0,0,0,0,0,6,0,1,0,0,7,0,0,0,2,0,0,1,0,0,1,1,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,1,2,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,8,2,1,2,3,0,0,0,0,0,0,0,0,2,3,6,0,0,1,2,1,8,3,3,13,2,11,1,6,3,4,0,16,9,1,4,0,0,0,21,1,4,9,5,7,0,5,2,0,4,1,10,0,4,9,5,2,0,2,6,5,4,0,0,11,0,7,0,6,0,0,0,2,0,5,0,0,14,5,1,5,2,3,4,0,1,9,0,0,0,4,4,0,13,0,1,0,12,4,0,0,1,0,4,8
"VIM",4,0,3,6,13,0,6,6,6,6,0,7,2,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,1,9,0,0,1,1,0,2,11,1,0,0,1,0,5,0,0,2,8,3,2,2,2,3,0,0,1,0,1,1,1,0,1,0,6,2,2,1,3,0,0,2,2,0,1,2,1,9,2,0,7,5,11,4,1,0,5,2,2,4,3,0,20,10,0,13,0,9,11,2,3,2,1,1,1,2,0,0,4,5,18,7,0,4,1,5,7,3,0,7,10,6,3,0,2,0,11,3,1,3,2,2,2,3,6,0,5,7,4,9,2,2,2,3,1,0,5,0,9,1,0,4,32,2,0,5,3,0,7,3,2,9,0,1,0,3,2,0,4,4,3,7,7,6,0,1,6,19,0,1,1,1,0,2,1,4,1,0,1,1,1,3,2,0,2,4,1,3,2,2,2,1,3,0,3,0,0,4,1,2,6,4,0,6,8,3,1,1,6,3,0,2,2,3,0,6,4,9,1,1,0,2,1,1,2,0,3,5,6,12,3,1,11,0,0,0,1,2,2,2,3,1,3,4,15,5,0,5,5,3,1,1,1,0,2,2,3,1,0,3,0,5,2,0,2,1,3
"CALR",6,53,7,1,19,11,17,15,2,12,7,12,14,0,0,4,1,0,3,10,39,23,1,2,6,0,0,0,9,2,1,0,0,17,5,0,1,50,1,15,19,4,1,2,2,3,3,5,2,3,2,26,5,0,4,1,9,1,6,17,7,8,10,4,0,0,22,6,8,1,4,10,4,5,1,1,6,2,7,19,22,1,6,5,14,12,23,13,14,1,6,15,6,4,4,0,18,2,4,1,8,4,12,1,4,6,13,8,16,11,6,14,15,11,6,17,0,1,1,10,7,4,1,0,32,0,1,18,12,5,7,3,12,1,8,17,0,3,8,16,7,1,1,17,9,10,9,4,3,5,10,6,16,5,4,1,1,0,13,2,2,2,19,8,5,2,11,9,22,2,10,0,6,1,9,1,0,3,49,5,2,10,22,0,8,6,16,4,21,18,11,6,15,24,66,11,20,16,65,15,10,7,66,2,3,32,7,9,15,33,2,7,82,16,21,30,16,7,10,24,20,18,2,46,54,27,50,29,8,30,64,5,20,16,54,4,45,27,48,28,60,8,12,12,43,39,53,60,85,40,27,89,45,71,26,4,16,9,8,15,9,1,10,98,44,3,9,56,4,21,0,1,5,13,5
"UQCR11",6,21,19,16,1,21,8,4,0,5,7,0,11,13,0,5,0,0,4,7,0,0,0,6,0,0,23,0,0,1,0,0,0,16,28,1,9,24,1,2,3,1,23,1,9,3,2,1,8,5,1,20,6,0,5,3,5,5,7,7,7,4,0,0,15,2,8,4,19,3,2,3,13,5,10,4,24,6,3,10,13,12,13,2,4,3,5,11,13,3,6,9,7,9,30,5,1,3,1,16,8,3,5,1,17,9,2,17,11,4,1,5,5,4,17,16,5,10,11,4,11,5,4,5,11,2,2,10,3,2,10,1,0,1,22,12,9,6,2,2,4,0,2,14,3,3,0,0,15,3,11,11,0,7,6,0,2,0,17,3,0,2,0,6,3,2,8,10,4,4,8,4,3,0,1,9,0,0,1,0,0,15,10,0,25,3,9,0,5,19,26,12,20,3,22,11,6,10,36,4,10,0,44,11,10,22,1,10,4,9,5,1,23,6,9,40,23,9,14,17,5,9,4,4,14,13,15,12,4,3,14,4,4,6,28,6,0,18,13,14,2,9,3,6,13,14,13,20,10,10,25,33,16,31,2,6,17,8,4,28,12,14,12,10,2,8,7,27,7,11,7,2,2,23,11
"RELA",0,0,0,0,0,0,0,6,0,5,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7,3,0,9,4,1,0,1,0,2,9,3,0,2,0,2,3,0,0,4,4,2,0,0,0,5,8,0,2,2,1,0,4,4,2,0,0,1,1,0,6,2,0,3,0,0,0,1,5,0,0,2,8,0,0,1,2,0,2,0,0,0,0,0,1,0,10,0,0,4,0,0,0,5,0,3,0,1,0,9,1,6,1,0,11,1,0,0,5,0,1,0,9,0,2,1,4,0,1,10,0,0,3,9,3,2,0,3,1,4,0,1,0,5,2,0,0,1,1,0,15,0,0,0,1,1,0,0,11,0,0,5,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,8,4,4,20,1,4,0,23,0,0,0,24,7,0,11,0,2,0,0,4,0,13,3,7,5,21,0,10,7,17,2,2,1,4,8,14,5,0,2,3,1,0,18,10,0,5,4,9,1,3,5,0,0,21,0,0,15,15,0,5,6,23,27,2,6,0,0,2,3,2,3,2,1,5,0,2,11,3,17,3,0,7,3,8
"CYC1",5,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,3,0,0,2,4,1,0,0,0,2,0,1,2,0,1,6,0,5,0,0,1,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,1,0,0,3,0,0,0,0,0,2,0,0,5,0,0,0,0,3,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,2,0,11,0,2,0,0,2,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,3,0,3,1,0,0,0,0,0,2,3,2,0,0,1,0,3,0,0,0,0,0,0,0,2,0,1,3,0,4,8,1,2,1,5,11,4,6,2,3,3,9,1,20,3,3,0,1,2,3,5,3,0,9,1,7,4,2,5,1,9,3,8,0,0,15,4,12,2,2,1,1,1,1,10,1,5,0,2,0,0,0,0,0,2,4,0,1,7,12,3,5,21,11,3,3,2,6,2,0,8,0,0,7,6,9,1,3,6,0,3,1,0,0,4,19
"CD63",59,34,16,19,34,42,98,4,21,45,8,10,25,3,0,3,1,1,1,1,0,0,0,4,20,0,0,4,6,15,0,1,0,1,0,38,69,97,0,47,20,27,58,24,24,20,80,39,36,29,32,67,34,28,8,40,20,64,17,61,37,20,47,13,24,24,107,14,36,18,12,22,47,12,21,9,52,26,15,23,61,6,46,27,21,24,20,26,30,25,44,48,25,60,32,29,83,6,20,30,59,10,9,14,24,36,59,55,51,43,8,48,46,27,21,44,28,70,38,25,155,20,11,25,54,12,12,8,32,38,22,5,29,28,43,71,42,12,16,11,24,23,27,40,38,12,38,35,12,12,35,32,6,15,22,22,34,25,3,41,10,7,65,34,18,20,28,48,44,46,58,28,27,8,16,1,0,9,0,4,10,0,0,0,0,0,0,29,9,55,37,17,35,26,109,21,24,16,133,1,36,16,123,23,12,31,1,5,13,45,16,21,75,31,57,32,20,23,30,30,64,25,22,19,51,34,41,43,7,15,86,28,13,27,75,23,38,83,79,43,35,22,3,19,38,31,26,35,121,27,67,85,95,67,30,16,39,28,2,72,18,33,58,44,25,25,22,71,33,21,22,9,8,35,14
"COX5B",0,1,0,3,1,7,4,0,3,2,16,0,2,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,5,0,9,0,11,3,9,3,7,6,11,0,1,0,0,6,5,10,1,11,7,1,1,1,22,8,5,2,0,3,6,9,0,8,1,0,3,1,0,2,1,18,0,3,3,3,1,2,0,4,8,2,0,4,1,4,1,14,4,0,14,0,2,0,8,1,1,1,0,4,0,4,5,14,2,15,6,0,1,0,14,2,2,12,9,11,13,3,5,7,8,1,0,0,0,2,2,0,10,6,11,3,3,0,0,10,1,2,2,2,1,2,0,2,15,2,7,3,1,2,4,13,2,1,0,0,0,1,3,0,5,2,4,4,2,14,0,13,0,4,0,0,0,0,0,2,8,2,1,0,0,5,0,3,12,5,0,0,4,2,1,4,5,11,1,5,7,20,4,4,5,0,4,0,16,2,0,20,2,1,2,2,4,5,3,3,3,4,4,0,3,8,9,2,12,4,6,7,6,21,3,12,10,1,2,5,4,0,4,10,8,13,22,22,17,12,32,3,10,7,2,6,7,3,12,8,10,3,8,3,9,6,9,0,4,0,0,2,4,0
"MT2A",1,9,16,8,4,1,0,1,2,10,3,0,0,0,0,2,0,0,4,0,0,0,0,0,4,1,1,14,0,5,0,5,0,0,0,0,1,9,0,2,11,0,2,0,1,16,0,8,1,1,0,0,0,0,1,1,2,18,0,2,0,14,5,2,11,3,103,9,6,0,7,7,1,4,13,2,4,0,9,18,0,0,1,5,0,4,0,2,2,0,3,7,4,1,0,0,33,3,0,3,6,0,3,5,2,6,37,25,45,3,3,0,7,9,25,17,0,13,3,4,3,0,0,8,4,15,2,3,1,17,0,11,0,2,5,2,6,9,0,7,7,8,0,1,15,1,7,10,0,27,22,0,0,5,2,0,2,0,13,0,0,7,6,0,2,0,4,0,20,0,8,6,1,0,9,1,0,0,0,0,4,0,0,0,0,0,0,0,5,14,12,0,6,9,51,5,11,5,22,3,6,6,32,3,5,10,6,3,1,36,21,8,21,5,2,4,7,17,3,5,2,0,2,0,23,23,14,14,10,6,27,12,4,6,58,5,16,28,11,7,13,5,4,0,53,6,0,23,2,19,43,28,53,14,8,15,10,9,3,6,17,18,15,27,13,3,29,75,0,8,12,0,9,8,15
"MYH11",49,62,76,59,64,74,52,17,48,33,18,2,26,0,0,7,6,1,2,5,4,9,1,0,52,21,21,63,72,31,0,10,0,10,2,16,27,50,0,55,13,29,20,14,40,32,16,14,55,26,31,43,17,35,28,15,20,30,21,23,21,15,43,15,35,24,16,16,26,18,19,14,52,8,24,15,56,6,21,33,45,16,16,21,6,34,15,13,52,37,2,36,39,59,16,4,84,52,57,30,28,29,28,15,40,41,23,13,46,48,22,40,23,40,21,26,38,54,38,34,75,19,44,16,26,40,39,35,11,26,31,14,60,41,34,77,30,45,11,38,27,44,20,36,32,13,38,18,31,57,60,28,18,32,11,10,25,22,25,12,38,41,7,23,44,41,22,30,29,38,31,14,33,24,26,4,0,10,15,3,9,24,8,5,0,1,2,0,20,17,6,1,13,14,0,42,13,0,33,1,1,10,3,5,4,15,0,0,13,24,4,4,18,23,14,12,7,8,5,3,4,3,11,17,18,12,19,17,8,6,0,14,12,7,6,4,25,8,22,0,14,0,8,3,3,6,15,3,10,6,8,2,2,11,0,0,8,18,0,5,11,9,2,0,0,15,6,5,0,14,11,5,6,27,25
"ATP6V1F",0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,4,0,2,0,0,0,2,8,0,0,0,0,1,1,0,0,1,7,9,0,8,3,3,0,0,5,7,4,1,3,0,0,0,6,2,3,4,0,4,3,1,0,0,12,0,4,0,3,4,2,13,1,1,3,4,5,0,0,0,0,2,1,2,0,1,0,0,2,3,1,0,1,1,5,0,2,3,0,0,0,5,0,0,0,3,0,1,1,6,2,0,0,0,0,4,4,1,0,2,1,0,0,0,1,0,3,0,0,0,0,3,0,0,2,9,5,0,0,0,3,0,0,0,0,0,1,0,0,1,10,5,0,4,4,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,6,0,3,0,13,0,0,1,0,5,4,3,6,1,5,1,4,9,1,1,11,3,10,0,5,0,5,5,0,6,0,2,2,4,0,3,5,0,2,1,0,6,34,0,0,1,0,3,0,0,7,4,2,7,4,3,0,2,6,4,36,3,1,2,3,2,3,5,0,1,0,3,4,0,0,0,2
"HEXB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,6,1,1,3,0,0,0,0,0,0,0,4,0,3,1,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,1,0,0,0,0,1,6,2,0,0,0,0,0,0,0,6,0,3,0,0,0,5,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,7,0,5,0,0,0,1,7,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,1,3,1,2,0,13,0,0,1,18,0,0,1,2,0,0,1,2,0,0,3,2,0,0,0,3,13,1,0,0,0,0,2,6,1,0,2,4,0,0,9,12,4,0,6,2,3,0,0,0,0,0,0,1,3,9,0,3,18,23,1,0,0,6,0,2,0,0,1,7,3,0,0,2,8,0,3,0,0,0,0,0
