image name, spot coordinates, no of nuclei
P4.1,18x21,109 nuclei
P4.1,18x22,92 nuclei
P4.1,18x23,59 nuclei
P4.1,18x24,32 nuclei
P4.1,18x25,23 nuclei
P4.1,18x26,22 nuclei
P4.1,18x27,27 nuclei
P4.1,18x28,51 nuclei
P4.1,18x29,37 nuclei
P4.1,18x30,42 nuclei
P4.1,18x31,39 nuclei
P4.1,18x32,44 nuclei
P4.1,18x33,30 nuclei
P4.1,18x34,55 nuclei
P4.1,18x4,19 nuclei
P4.1,18x5,47 nuclei
P4.1,18x6,10 nuclei
P4.1,18x7,28 nuclei
P4.1,18x8,24 nuclei
P4.1,18x9,28 nuclei
P4.1,19x10,14 nuclei
P4.1,19x11,61 nuclei
P4.1,19x12,35 nuclei
P4.1,19x13,26 nuclei
P4.1,19x14,62 nuclei
P4.1,19x15,61 nuclei
P4.1,19x16,94 nuclei
P4.1,19x17,138 nuclei
P4.1,19x18,104 nuclei
P4.1,19x19,72 nuclei
P4.1,19x20,89 nuclei
P4.1,19x21,94 nuclei
P4.1,19x22,133 nuclei
P4.1,19x23,84 nuclei
P4.1,19x24,38 nuclei
P4.1,19x25,23 nuclei
P4.1,19x26,36 nuclei
P4.1,19x27,30 nuclei
P4.1,19x28,18 nuclei
P4.1,19x29,14 nuclei
P4.1,19x31,41 nuclei
P4.1,19x32,36 nuclei
P4.1,19x33,91 nuclei
P4.1,19x34,30 nuclei
P4.1,19x4,0 nuclei
P4.1,19x5,32 nuclei
P4.1,19x6,27 nuclei
P4.1,19x7,40 nuclei
P4.1,19x8,28 nuclei
P4.1,19x9,26 nuclei
P4.1,20x10,32 nuclei
P4.1,20x11,62 nuclei
P4.1,20x12,70 nuclei
P4.1,20x13,55 nuclei
P4.1,20x14,21 nuclei
P4.1,20x15,65 nuclei
P4.1,20x16,56 nuclei
P4.1,20x17,72 nuclei
P4.1,20x18,46 nuclei
P4.1,20x19,47 nuclei
P4.1,20x20,67 nuclei
P4.1,20x21,71 nuclei
P4.1,20x22,102 nuclei
P4.1,20x23,166 nuclei
P4.1,20x24,62 nuclei
P4.1,20x25,23 nuclei
P4.1,20x26,36 nuclei
P4.1,20x27,22 nuclei
P4.1,20x28,28 nuclei
P4.1,20x29,28 nuclei
P4.1,20x30,41 nuclei
P4.1,20x31,39 nuclei
P4.1,20x32,24 nuclei
P4.1,20x5,1 nucleus
P4.1,20x6,18 nuclei
P4.1,20x7,24 nuclei
P4.1,20x8,29 nuclei
P4.1,20x9,50 nuclei
P4.1,21x10,26 nuclei
P4.1,21x11,37 nuclei
P4.1,21x12,100 nuclei
P4.1,21x13,70 nuclei
P4.1,21x14,49 nuclei
P4.1,21x15,49 nuclei
P4.1,21x16,66 nuclei
P4.1,21x17,110 nuclei
P4.1,21x18,103 nuclei
P4.1,21x19,34 nuclei
P4.1,21x20,65 nuclei
P4.1,21x21,66 nuclei
P4.1,21x22,91 nuclei
P4.1,21x23,225 nuclei
P4.1,21x24,147 nuclei
P4.1,21x25,47 nuclei
P4.1,21x26,37 nuclei
P4.1,21x27,30 nuclei
P4.1,21x28,22 nuclei
P4.1,21x29,27 nuclei
P4.1,21x30,30 nuclei
P4.1,21x31,39 nuclei
P4.1,21x32,37 nuclei
P4.1,21x33,60 nuclei
P4.1,21x34,0 nuclei
P4.1,21x5,9 nuclei
P4.1,21x6,26 nuclei
P4.1,21x7,57 nuclei
P4.1,21x8,44 nuclei
P4.1,21x9,27 nuclei
P4.1,22x10,58 nuclei
P4.1,22x11,49 nuclei
P4.1,22x12,67 nuclei
P4.1,22x13,74 nuclei
P4.1,22x14,63 nuclei
P4.1,22x15,46 nuclei
P4.1,22x16,127 nuclei
P4.1,22x17,123 nuclei
P4.1,22x18,141 nuclei
P4.1,22x19,64 nuclei
P4.1,22x20,110 nuclei
P4.1,22x21,97 nuclei
P4.1,22x22,71 nuclei
P4.1,22x23,131 nuclei
P4.1,22x24,84 nuclei
P4.1,22x25,11 nuclei
P4.1,22x26,34 nuclei
P4.1,22x27,10 nuclei
P4.1,22x28,29 nuclei
P4.1,22x29,23 nuclei
P4.1,22x30,29 nuclei
P4.1,22x31,39 nuclei
P4.1,22x32,47 nuclei
P4.1,22x33,32 nuclei
P4.1,22x34,37 nuclei
P4.1,22x5,0 nuclei
P4.1,22x6,26 nuclei
P4.1,22x7,19 nuclei
P4.1,22x8,22 nuclei
P4.1,22x9,36 nuclei
P4.1,23x10,47 nuclei
P4.1,23x11,64 nuclei
P4.1,23x12,57 nuclei
P4.1,23x13,54 nuclei
P4.1,23x14,72 nuclei
P4.1,23x15,31 nuclei
P4.1,23x16,40 nuclei
P4.1,23x17,117 nuclei
P4.1,23x18,134 nuclei
P4.1,23x19,53 nuclei
P4.1,23x20,103 nuclei
P4.1,23x21,111 nuclei
P4.1,23x22,87 nuclei
P4.1,23x23,59 nuclei
P4.1,23x24,85 nuclei
P4.1,23x25,49 nuclei
P4.1,23x26,66 nuclei
P4.1,23x27,19 nuclei
P4.1,23x28,22 nuclei
P4.1,23x29,32 nuclei
P4.1,23x30,25 nuclei
P4.1,23x31,56 nuclei
P4.1,23x32,18 nuclei
P4.1,23x33,41 nuclei
P4.1,23x34,23 nuclei
P4.1,23x6,4 nuclei
P4.1,23x7,57 nuclei
P4.1,23x8,71 nuclei
P4.1,23x9,36 nuclei
P4.1,24x10,2 nuclei
P4.1,24x11,3 nuclei
P4.1,24x12,4 nuclei
P4.1,24x13,11 nuclei
P4.1,24x14,14 nuclei
P4.1,24x15,20 nuclei
P4.1,24x16,31 nuclei
P4.1,24x17,139 nuclei
P4.1,24x18,110 nuclei
P4.1,24x19,50 nuclei
P4.1,24x20,101 nuclei
P4.1,24x21,141 nuclei
P4.1,24x22,59 nuclei
P4.1,24x23,62 nuclei
P4.1,24x24,53 nuclei
P4.1,24x25,55 nuclei
P4.1,24x26,57 nuclei
P4.1,24x27,47 nuclei
P4.1,24x28,52 nuclei
P4.1,24x29,23 nuclei
P4.1,24x30,33 nuclei
P4.1,24x31,65 nuclei
P4.1,24x32,30 nuclei
P4.1,24x33,24 nuclei
P4.1,24x34,50 nuclei
P4.1,24x7,2 nuclei
P4.1,24x8,19 nuclei
P4.1,24x9,2 nuclei
P4.1,25x17,4 nuclei
P4.1,25x18,72 nuclei
P4.1,25x19,25 nuclei
P4.1,25x20,17 nuclei
P4.1,25x21,76 nuclei
P4.1,25x22,39 nuclei
P4.1,25x23,51 nuclei
P4.1,25x24,81 nuclei
P4.1,25x25,98 nuclei
P4.1,25x26,41 nuclei
P4.1,25x27,41 nuclei
P4.1,25x28,70 nuclei
P4.1,25x29,41 nuclei
P4.1,25x30,61 nuclei
P4.1,25x31,58 nuclei
P4.1,25x32,25 nuclei
P4.1,25x33,39 nuclei
P4.1,25x34,57 nuclei
P4.1,26x23,16 nuclei
P4.1,26x24,14 nuclei
P4.1,26x25,66 nuclei
P4.1,26x26,12 nuclei
P4.1,26x27,16 nuclei
P4.1,26x28,9 nuclei
P4.1,26x29,5 nuclei
P4.1,26x30,10 nuclei
P4.1,26x34,52 nuclei
P4.1,2x16,0 nuclei
P4.1,2x17,0 nuclei
P4.1,2x19,3 nuclei
P4.1,2x20,9 nuclei
P4.1,2x21,6 nuclei
P4.1,2x22,16 nuclei
P4.1,2x23,15 nuclei
P4.1,2x24,29 nuclei
P4.1,2x25,59 nuclei
P4.1,2x26,44 nuclei
P4.1,2x27,68 nuclei
P4.1,2x28,36 nuclei
P4.1,2x29,34 nuclei
P4.1,2x30,39 nuclei
P4.1,2x31,28 nuclei
P4.1,2x32,18 nuclei
P4.1,2x33,27 nuclei
P4.1,2x34,32 nuclei
P4.1,3x15,5 nuclei
P4.1,3x16,12 nuclei
P4.1,3x17,38 nuclei
P4.1,3x18,45 nuclei
P4.1,3x19,45 nuclei
P4.1,3x20,46 nuclei
P4.1,3x21,44 nuclei
P4.1,3x22,55 nuclei
P4.1,3x23,55 nuclei
P4.1,3x24,36 nuclei
P4.1,3x25,84 nuclei
P4.1,3x26,99 nuclei
P4.1,3x27,55 nuclei
P4.1,3x28,28 nuclei
P4.1,3x29,31 nuclei
P4.1,3x30,42 nuclei
P4.1,3x31,17 nuclei
P4.1,3x32,16 nuclei
P4.1,3x33,13 nuclei
P4.1,3x34,20 nuclei
P4.1,4x14,14 nuclei
P4.1,4x15,13 nuclei
P4.1,4x16,24 nuclei
P4.1,4x17,19 nuclei
P4.1,4x18,29 nuclei
P4.1,4x19,18 nuclei
P4.1,4x20,21 nuclei
P4.1,4x21,8 nuclei
P4.1,4x22,43 nuclei
P4.1,4x23,2 nuclei
P4.1,4x24,35 nuclei
P4.1,4x25,61 nuclei
P4.1,4x26,58 nuclei
P4.1,4x27,47 nuclei
P4.1,4x28,19 nuclei
P4.1,4x29,21 nuclei
P4.1,4x30,10 nuclei
P4.1,4x31,19 nuclei
P4.1,4x32,44 nuclei
P4.1,4x33,20 nuclei
P4.1,4x34,21 nuclei
P4.1,5x12,0 nuclei
P4.1,5x13,3 nuclei
P4.1,5x14,41 nuclei
P4.1,5x15,29 nuclei
P4.1,5x16,6 nuclei
P4.1,5x17,20 nuclei
P4.1,5x18,33 nuclei
P4.1,5x19,14 nuclei
P4.1,5x20,12 nuclei
P4.1,5x21,18 nuclei
P4.1,5x22,17 nuclei
P4.1,5x23,23 nuclei
P4.1,5x24,83 nuclei
P4.1,5x25,64 nuclei
P4.1,5x26,108 nuclei
P4.1,5x27,58 nuclei
P4.1,5x28,20 nuclei
P4.1,5x29,38 nuclei
P4.1,5x30,25 nuclei
P4.1,5x31,18 nuclei
P4.1,5x32,32 nuclei
P4.1,5x33,19 nuclei
P4.1,5x34,19 nuclei
P4.1,6x10,0 nuclei
P4.1,6x11,5 nuclei
P4.1,6x12,2 nuclei
P4.1,6x13,25 nuclei
P4.1,6x14,15 nuclei
P4.1,6x15,28 nuclei
P4.1,6x16,21 nuclei
P4.1,6x17,16 nuclei
P4.1,6x18,23 nuclei
P4.1,6x19,8 nuclei
P4.1,6x20,13 nuclei
P4.1,6x21,17 nuclei
P4.1,6x22,27 nuclei
P4.1,6x23,79 nuclei
P4.1,6x24,128 nuclei
P4.1,6x25,95 nuclei
P4.1,6x26,88 nuclei
P4.1,6x27,134 nuclei
P4.1,6x28,58 nuclei
P4.1,6x29,23 nuclei
P4.1,6x30,20 nuclei
P4.1,6x31,11 nuclei
P4.1,6x32,31 nuclei
P4.1,6x33,23 nuclei
P4.1,6x34,26 nuclei
P4.1,7x10,27 nuclei
P4.1,7x11,45 nuclei
P4.1,7x12,40 nuclei
P4.1,7x13,27 nuclei
P4.1,7x14,24 nuclei
P4.1,7x15,13 nuclei
P4.1,7x16,19 nuclei
P4.1,7x17,19 nuclei
P4.1,7x18,18 nuclei
P4.1,7x19,10 nuclei
P4.1,7x20,12 nuclei
P4.1,7x21,14 nuclei
P4.1,7x22,26 nuclei
P4.1,7x23,62 nuclei
P4.1,7x24,96 nuclei
P4.1,7x25,28 nuclei
P4.1,7x26,141 nuclei
P4.1,7x27,142 nuclei
P4.1,7x28,48 nuclei
P4.1,7x29,59 nuclei
P4.1,7x30,25 nuclei
P4.1,7x31,27 nuclei
P4.1,7x32,28 nuclei
P4.1,7x34,21 nuclei
P4.1,7x7,0 nuclei
P4.1,7x8,10 nuclei
P4.1,7x9,40 nuclei
P4.1,8x10,52 nuclei
P4.1,8x11,48 nuclei
P4.1,8x12,58 nuclei
P4.1,8x13,22 nuclei
P4.1,8x14,14 nuclei
P4.1,8x15,9 nuclei
P4.1,8x16,19 nuclei
P4.1,8x17,10 nuclei
P4.1,8x18,30 nuclei
P4.1,8x19,34 nuclei
P4.1,8x2,13 nuclei
P4.1,8x20,10 nuclei
P4.1,8x21,20 nuclei
P4.1,8x22,12 nuclei
P4.1,8x23,32 nuclei
P4.1,8x24,104 nuclei
P4.1,8x25,69 nuclei
P4.1,8x26,78 nuclei
P4.1,8x27,105 nuclei
P4.1,8x28,49 nuclei
P4.1,8x29,30 nuclei
P4.1,8x30,25 nuclei
P4.1,8x31,40 nuclei
P4.1,8x32,15 nuclei
P4.1,8x33,61 nuclei
P4.1,8x34,40 nuclei
P4.1,8x6,0 nuclei
P4.1,8x7,17 nuclei
P4.1,8x8,29 nuclei
P4.1,8x9,37 nuclei
P4.1,9x10,43 nuclei
P4.1,9x11,60 nuclei
P4.1,9x12,40 nuclei
P4.1,9x13,13 nuclei
P4.1,9x14,23 nuclei
P4.1,9x15,32 nuclei
P4.1,9x16,46 nuclei
P4.1,9x17,28 nuclei
P4.1,9x18,11 nuclei
P4.1,9x19,19 nuclei
P4.1,9x2,11 nuclei
P4.1,9x20,13 nuclei
P4.1,9x21,28 nuclei
P4.1,9x22,23 nuclei
P4.1,9x23,15 nuclei
P4.1,9x24,26 nuclei
P4.1,9x25,61 nuclei
P4.1,9x26,97 nuclei
P4.1,9x27,92 nuclei
P4.1,9x28,59 nuclei
P4.1,9x29,55 nuclei
P4.1,9x3,1 nucleus
P4.1,9x30,55 nuclei
P4.1,9x31,29 nuclei
P4.1,9x32,29 nuclei
P4.1,9x34,49 nuclei
P4.1,9x4,2 nuclei
P4.1,9x5,10 nuclei
P4.1,9x6,20 nuclei
P4.1,9x7,32 nuclei
P4.1,9x8,32 nuclei
P4.1,9x9,31 nuclei
P4.2,14x11,6 nuclei
P4.2,14x12,123 nuclei
P4.2,14x13,48 nuclei
P4.2,14x14,59 nuclei
P4.2,14x15,30 nuclei
P4.2,14x16,0 nuclei
P4.2,15x10,152 nuclei
P4.2,15x11,156 nuclei
P4.2,15x12,126 nuclei
P4.2,15x13,67 nuclei
P4.2,15x14,85 nuclei
P4.2,15x15,0 nuclei
P4.2,15x16,52 nuclei
P4.2,15x17,22 nuclei
P4.2,15x7,27 nuclei
P4.2,15x8,44 nuclei
P4.2,15x9,89 nuclei
P4.2,16x10,125 nuclei
P4.2,16x11,164 nuclei
P4.2,16x12,153 nuclei
P4.2,16x13,104 nuclei
P4.2,16x14,79 nuclei
P4.2,16x15,32 nuclei
P4.2,16x16,23 nuclei
P4.2,16x17,57 nuclei
P4.2,16x18,60 nuclei
P4.2,16x19,28 nuclei
P4.2,16x4,0 nuclei
P4.2,16x5,98 nuclei
P4.2,16x6,87 nuclei
P4.2,16x7,139 nuclei
P4.2,16x8,84 nuclei
P4.2,16x9,68 nuclei
P4.2,17x10,53 nuclei
P4.2,17x11,106 nuclei
P4.2,17x12,94 nuclei
P4.2,17x13,49 nuclei
P4.2,17x14,113 nuclei
P4.2,17x15,95 nuclei
P4.2,17x16,7 nuclei
P4.2,17x17,13 nuclei
P4.2,17x18,55 nuclei
P4.2,17x19,30 nuclei
P4.2,17x4,2 nuclei
P4.2,17x5,107 nuclei
P4.2,17x6,48 nuclei
P4.2,17x7,120 nuclei
P4.2,17x8,90 nuclei
P4.2,17x9,27 nuclei
P4.2,18x10,84 nuclei
P4.2,18x11,89 nuclei
P4.2,18x12,163 nuclei
P4.2,18x13,104 nuclei
P4.2,18x14,125 nuclei
P4.2,18x15,120 nuclei
P4.2,18x16,68 nuclei
P4.2,18x17,13 nuclei
P4.2,18x19,51 nuclei
P4.2,18x20,46 nuclei
P4.2,18x21,16 nuclei
P4.2,18x4,102 nuclei
P4.2,18x5,96 nuclei
P4.2,18x6,115 nuclei
P4.2,18x7,26 nuclei
P4.2,18x8,10 nuclei
P4.2,18x9,49 nuclei
P4.2,19x10,66 nuclei
P4.2,19x11,101 nuclei
P4.2,19x12,66 nuclei
P4.2,19x13,48 nuclei
P4.2,19x14,109 nuclei
P4.2,19x15,69 nuclei
P4.2,19x16,54 nuclei
P4.2,19x17,75 nuclei
P4.2,19x18,73 nuclei
P4.2,19x19,13 nuclei
P4.2,19x20,34 nuclei
P4.2,19x22,52 nuclei
P4.2,19x23,52 nuclei
P4.2,19x24,35 nuclei
P4.2,19x4,101 nuclei
P4.2,19x5,66 nuclei
P4.2,19x6,117 nuclei
P4.2,19x7,108 nuclei
P4.2,19x8,64 nuclei
P4.2,19x9,80 nuclei
P4.2,20x10,59 nuclei
P4.2,20x11,66 nuclei
P4.2,20x12,174 nuclei
P4.2,20x13,123 nuclei
P4.2,20x14,136 nuclei
P4.2,20x15,78 nuclei
P4.2,20x16,142 nuclei
P4.2,20x17,113 nuclei
P4.2,20x18,28 nuclei
P4.2,20x19,56 nuclei
P4.2,20x20,41 nuclei
P4.2,20x21,31 nuclei
P4.2,20x22,45 nuclei
P4.2,20x23,44 nuclei
P4.2,20x24,62 nuclei
P4.2,20x25,53 nuclei
P4.2,20x26,33 nuclei
P4.2,20x4,60 nuclei
P4.2,20x5,68 nuclei
P4.2,20x6,44 nuclei
P4.2,20x7,75 nuclei
P4.2,20x8,61 nuclei
P4.2,20x9,52 nuclei
P4.2,21x10,72 nuclei
P4.2,21x11,65 nuclei
P4.2,21x12,142 nuclei
P4.2,21x13,103 nuclei
P4.2,21x14,123 nuclei
P4.2,21x15,96 nuclei
P4.2,21x16,129 nuclei
P4.2,21x17,85 nuclei
P4.2,21x18,85 nuclei
P4.2,21x19,35 nuclei
P4.2,21x20,25 nuclei
P4.2,21x21,22 nuclei
P4.2,21x22,36 nuclei
P4.2,21x23,44 nuclei
P4.2,21x24,57 nuclei
P4.2,21x25,49 nuclei
P4.2,21x26,68 nuclei
P4.2,21x27,9 nuclei
P4.2,21x4,55 nuclei
P4.2,21x5,69 nuclei
P4.2,21x6,95 nuclei
P4.2,21x7,88 nuclei
P4.2,21x8,88 nuclei
P4.2,21x9,83 nuclei
P4.2,22x10,79 nuclei
P4.2,22x11,80 nuclei
P4.2,22x12,86 nuclei
P4.2,22x13,94 nuclei
P4.2,22x14,89 nuclei
P4.2,22x15,148 nuclei
P4.2,22x16,78 nuclei
P4.2,22x17,79 nuclei
P4.2,22x18,68 nuclei
P4.2,22x19,60 nuclei
P4.2,22x2,0 nuclei
P4.2,22x20,48 nuclei
P4.2,22x21,43 nuclei
P4.2,22x22,39 nuclei
P4.2,22x23,60 nuclei
P4.2,22x24,57 nuclei
P4.2,22x25,24 nuclei
P4.2,22x26,20 nuclei
P4.2,22x3,78 nuclei
P4.2,22x4,110 nuclei
P4.2,22x5,68 nuclei
P4.2,22x6,65 nuclei
P4.2,22x7,67 nuclei
P4.2,22x8,54 nuclei
P4.2,22x9,109 nuclei
P4.2,23x10,82 nuclei
P4.2,23x11,47 nuclei
P4.2,23x12,36 nuclei
P4.2,23x13,124 nuclei
P4.2,23x14,55 nuclei
P4.2,23x15,110 nuclei
P4.2,23x16,82 nuclei
P4.2,23x17,77 nuclei
P4.2,23x18,75 nuclei
P4.2,23x19,39 nuclei
P4.2,23x2,76 nuclei
P4.2,23x20,39 nuclei
P4.2,23x21,53 nuclei
P4.2,23x22,30 nuclei
P4.2,23x23,6 nuclei
P4.2,23x24,6 nuclei
P4.2,23x25,9 nuclei
P4.2,23x3,71 nuclei
P4.2,23x5,49 nuclei
P4.2,23x6,61 nuclei
P4.2,23x7,57 nuclei
P4.2,23x8,61 nuclei
P4.2,23x9,71 nuclei
P4.2,24x10,82 nuclei
P4.2,24x11,54 nuclei
P4.2,24x12,30 nuclei
P4.2,24x13,56 nuclei
P4.2,24x14,111 nuclei
P4.2,24x15,68 nuclei
P4.2,24x16,89 nuclei
P4.2,24x17,68 nuclei
P4.2,24x18,127 nuclei
P4.2,24x19,139 nuclei
P4.2,24x2,59 nuclei
P4.2,24x20,143 nuclei
P4.2,24x21,63 nuclei
P4.2,24x22,57 nuclei
P4.2,24x3,103 nuclei
P4.2,24x4,38 nuclei
P4.2,24x5,79 nuclei
P4.2,24x6,88 nuclei
P4.2,24x7,101 nuclei
P4.2,24x8,61 nuclei
P4.2,24x9,67 nuclei
P4.2,25x10,60 nuclei
P4.2,25x11,39 nuclei
P4.2,25x12,44 nuclei
P4.2,25x13,38 nuclei
P4.2,25x14,172 nuclei
P4.2,25x15,64 nuclei
P4.2,25x16,97 nuclei
P4.2,25x17,52 nuclei
P4.2,25x18,77 nuclei
P4.2,25x19,54 nuclei
P4.2,25x2,79 nuclei
P4.2,25x20,121 nuclei
P4.2,25x21,16 nuclei
P4.2,25x22,5 nuclei
P4.2,25x3,61 nuclei
P4.2,25x4,63 nuclei
P4.2,25x5,101 nuclei
P4.2,25x6,70 nuclei
P4.2,25x7,83 nuclei
P4.2,25x8,75 nuclei
P4.2,25x9,77 nuclei
P4.2,26x10,93 nuclei
P4.2,26x11,39 nuclei
P4.2,26x12,72 nuclei
P4.2,26x13,30 nuclei
P4.2,26x14,89 nuclei
P4.2,26x15,103 nuclei
P4.2,26x16,52 nuclei
P4.2,26x17,128 nuclei
P4.2,26x18,110 nuclei
P4.2,26x19,54 nuclei
P4.2,26x2,58 nuclei
P4.2,26x20,12 nuclei
P4.2,26x3,69 nuclei
P4.2,26x4,82 nuclei
P4.2,26x5,71 nuclei
P4.2,26x6,72 nuclei
P4.2,26x7,49 nuclei
P4.2,26x8,61 nuclei
P4.2,26x9,54 nuclei
P4.2,27x10,74 nuclei
P4.2,27x11,10 nuclei
P4.2,27x12,65 nuclei
P4.2,27x13,56 nuclei
P4.2,27x14,142 nuclei
P4.2,27x15,53 nuclei
P4.2,27x17,108 nuclei
P4.2,27x18,21 nuclei
P4.2,27x2,82 nuclei
P4.2,27x3,91 nuclei
P4.2,27x4,69 nuclei
P4.2,27x5,84 nuclei
P4.2,27x6,58 nuclei
P4.2,27x7,85 nuclei
P4.2,27x8,90 nuclei
P4.2,27x9,84 nuclei
P4.2,28x10,73 nuclei
P4.2,28x11,80 nuclei
P4.2,28x12,78 nuclei
P4.2,28x13,53 nuclei
P4.2,28x14,43 nuclei
P4.2,28x15,88 nuclei
P4.2,28x16,3 nuclei
P4.2,28x2,78 nuclei
P4.2,28x3,83 nuclei
P4.2,28x4,80 nuclei
P4.2,28x5,73 nuclei
P4.2,28x6,66 nuclei
P4.2,28x7,85 nuclei
P4.2,28x8,82 nuclei
P4.2,28x9,134 nuclei
P4.2,29x10,78 nuclei
P4.2,29x11,76 nuclei
P4.2,29x12,56 nuclei
P4.2,29x13,23 nuclei
P4.2,29x14,21 nuclei
P4.2,29x15,0 nuclei
P4.2,29x2,76 nuclei
P4.2,29x3,88 nuclei
P4.2,29x4,66 nuclei
P4.2,29x5,59 nuclei
P4.2,29x6,93 nuclei
P4.2,29x7,48 nuclei
P4.2,29x8,60 nuclei
P4.2,29x9,112 nuclei
P4.2,30x10,75 nuclei
P4.2,30x11,49 nuclei
P4.2,30x12,31 nuclei
P4.2,30x13,13 nuclei
P4.2,30x14,11 nuclei
P4.2,30x2,61 nuclei
P4.2,30x3,98 nuclei
P4.2,30x4,89 nuclei
P4.2,30x5,94 nuclei
P4.2,30x6,94 nuclei
P4.2,30x8,83 nuclei
P4.2,30x9,45 nuclei
P4.2,31x10,55 nuclei
P4.2,31x11,63 nuclei
P4.2,31x12,32 nuclei
P4.2,31x13,32 nuclei
P4.2,31x2,85 nuclei
P4.2,31x3,92 nuclei
P4.2,31x4,77 nuclei
P4.2,31x5,56 nuclei
P4.2,31x6,69 nuclei
P4.2,31x7,63 nuclei
P4.2,31x8,39 nuclei
P4.2,31x9,93 nuclei
P4.2,32x10,27 nuclei
P4.2,32x11,24 nuclei
P4.2,32x12,17 nuclei
P4.2,32x13,1 nucleus
P4.2,32x2,43 nuclei
P4.2,32x3,3 nuclei
P4.2,32x4,0 nuclei
P4.2,32x5,83 nuclei
P4.2,32x6,24 nuclei
P4.2,32x7,16 nuclei
P4.2,32x8,40 nuclei
P4.2,32x9,75 nuclei
P4.3,10x10,89 nuclei
P4.3,10x11,38 nuclei
P4.3,10x12,91 nuclei
P4.3,10x13,0 nuclei
P4.3,10x15,41 nuclei
P4.3,10x16,88 nuclei
P4.3,10x17,126 nuclei
P4.3,10x18,127 nuclei
P4.3,10x19,132 nuclei
P4.3,10x9,13 nuclei
P4.3,11x10,49 nuclei
P4.3,11x11,74 nuclei
P4.3,11x12,114 nuclei
P4.3,11x13,53 nuclei
P4.3,11x14,120 nuclei
P4.3,11x15,37 nuclei
P4.3,11x16,73 nuclei
P4.3,11x17,46 nuclei
P4.3,11x18,51 nuclei
P4.3,11x19,89 nuclei
P4.3,11x9,43 nuclei
P4.3,12x10,71 nuclei
P4.3,12x11,65 nuclei
P4.3,12x12,84 nuclei
P4.3,12x13,67 nuclei
P4.3,12x14,98 nuclei
P4.3,12x15,78 nuclei
P4.3,12x16,27 nuclei
P4.3,12x17,133 nuclei
P4.3,12x18,122 nuclei
P4.3,12x19,39 nuclei
P4.3,12x9,42 nuclei
P4.3,13x10,39 nuclei
P4.3,13x11,59 nuclei
P4.3,13x12,0 nuclei
P4.3,13x13,99 nuclei
P4.3,13x14,48 nuclei
P4.3,13x15,78 nuclei
P4.3,13x16,43 nuclei
P4.3,13x17,37 nuclei
P4.3,13x18,143 nuclei
P4.3,13x19,41 nuclei
P4.3,13x9,14 nuclei
P4.3,14x10,81 nuclei
P4.3,14x11,68 nuclei
P4.3,14x12,4 nuclei
P4.3,14x13,14 nuclei
P4.3,14x14,49 nuclei
P4.3,14x15,56 nuclei
P4.3,14x16,65 nuclei
P4.3,14x17,26 nuclei
P4.3,14x18,46 nuclei
P4.3,14x19,8 nuclei
P4.3,14x8,0 nuclei
P4.3,14x9,53 nuclei
P4.3,15x10,57 nuclei
P4.3,15x11,68 nuclei
P4.3,15x12,64 nuclei
P4.3,15x13,39 nuclei
P4.3,15x14,21 nuclei
P4.3,15x15,65 nuclei
P4.3,15x16,37 nuclei
P4.3,15x17,35 nuclei
P4.3,15x18,20 nuclei
P4.3,15x19,0 nuclei
P4.3,15x8,0 nuclei
P4.3,15x9,42 nuclei
P4.3,16x10,13 nuclei
P4.3,16x11,10 nuclei
P4.3,16x12,15 nuclei
P4.3,16x13,49 nuclei
P4.3,16x14,36 nuclei
P4.3,16x15,54 nuclei
P4.3,16x16,68 nuclei
P4.3,16x17,58 nuclei
P4.3,16x18,26 nuclei
P4.3,16x19,0 nuclei
P4.3,16x8,0 nuclei
P4.3,16x9,53 nuclei
P4.3,17x10,2 nuclei
P4.3,17x11,0 nuclei
P4.3,17x12,48 nuclei
P4.3,17x13,52 nuclei
P4.3,17x14,24 nuclei
P4.3,17x15,84 nuclei
P4.3,17x16,29 nuclei
P4.3,17x17,26 nuclei
P4.3,17x18,61 nuclei
P4.3,17x19,0 nuclei
P4.3,17x8,0 nuclei
P4.3,17x9,39 nuclei
P4.3,18x10,22 nuclei
P4.3,18x11,15 nuclei
P4.3,18x12,6 nuclei
P4.3,18x13,60 nuclei
P4.3,18x14,11 nuclei
P4.3,18x15,48 nuclei
P4.3,18x16,80 nuclei
P4.3,18x17,29 nuclei
P4.3,18x18,58 nuclei
P4.3,18x9,30 nuclei
P4.3,19x10,57 nuclei
P4.3,19x11,27 nuclei
P4.3,19x12,29 nuclei
P4.3,19x13,33 nuclei
P4.3,19x14,32 nuclei
P4.3,19x15,38 nuclei
P4.3,19x16,77 nuclei
P4.3,19x17,58 nuclei
P4.3,19x18,31 nuclei
P4.3,19x9,0 nuclei
P4.3,20x10,42 nuclei
P4.3,20x11,72 nuclei
P4.3,20x12,37 nuclei
P4.3,20x13,18 nuclei
P4.3,20x14,27 nuclei
P4.3,20x15,14 nuclei
P4.3,20x16,16 nuclei
P4.3,20x17,54 nuclei
P4.3,20x18,40 nuclei
P4.3,20x9,0 nuclei
P4.3,21x10,77 nuclei
P4.3,21x11,72 nuclei
P4.3,21x12,19 nuclei
P4.3,21x13,60 nuclei
P4.3,21x14,21 nuclei
P4.3,21x15,21 nuclei
P4.3,21x16,62 nuclei
P4.3,21x17,8 nuclei
P4.3,21x18,30 nuclei
P4.3,22x10,0 nuclei
P4.3,22x11,1 nucleus
