image name, spot coordinates, no of nuclei
P3.2,5x13,26 nuclei
P3.2,5x16,66 nuclei
P3.2,5x17,17 nuclei
P3.2,5x18,30 nuclei
P3.2,5x19,22 nuclei
P3.2,5x20,43 nuclei
P3.2,5x21,23 nuclei
P3.2,5x22,54 nuclei
P3.2,5x23,30 nuclei
P3.2,5x24,29 nuclei
P3.2,5x25,24 nuclei
P3.2,5x26,17 nuclei
P3.2,5x27,13 nuclei
P3.2,5x28,52 nuclei
P3.2,5x29,22 nuclei
P3.2,5x30,5 nuclei
P3.2,5x31,10 nuclei
P3.2,5x32,14 nuclei
P3.2,5x33,14 nuclei
P3.2,6x14,0 nuclei
P3.2,6x15,2 nuclei
P3.2,6x16,26 nuclei
P3.2,6x17,27 nuclei
P3.2,6x18,26 nuclei
P3.2,6x19,47 nuclei
P3.2,6x20,16 nuclei
P3.2,6x21,10 nuclei
P3.2,6x22,23 nuclei
P3.2,6x23,1 nucleus
P3.2,6x24,22 nuclei
P3.2,6x25,32 nuclei
P3.2,6x26,7 nuclei
P3.2,6x27,17 nuclei
P3.2,6x28,21 nuclei
P3.2,6x29,16 nuclei
P3.2,6x30,27 nuclei
P3.2,6x31,20 nuclei
P3.2,6x32,25 nuclei
P3.2,6x33,9 nuclei
P3.2,7x12,31 nuclei
P3.2,7x13,0 nuclei
P3.2,7x14,27 nuclei
P3.2,7x15,1 nucleus
P3.2,7x16,13 nuclei
P3.2,7x17,14 nuclei
P3.2,7x18,112 nuclei
P3.2,7x19,47 nuclei
P3.2,7x20,16 nuclei
P3.2,7x21,8 nuclei
P3.2,7x22,23 nuclei
P3.2,7x23,18 nuclei
P3.2,7x24,15 nuclei
P3.2,7x25,35 nuclei
P3.2,7x26,43 nuclei
P3.2,7x27,33 nuclei
P3.2,7x28,15 nuclei
P3.2,7x29,11 nuclei
P3.2,7x30,9 nuclei
P3.2,7x31,37 nuclei
P3.2,7x32,33 nuclei
P3.2,8x11,33 nuclei
P3.2,8x12,75 nuclei
P3.2,8x13,37 nuclei
P3.2,8x14,76 nuclei
P3.2,8x15,30 nuclei
P3.2,8x16,22 nuclei
P3.2,8x17,16 nuclei
P3.2,8x18,0 nuclei
P3.2,8x19,96 nuclei
P3.2,8x20,15 nuclei
P3.2,8x21,5 nuclei
P3.2,8x22,17 nuclei
P3.2,8x23,20 nuclei
P3.2,8x24,19 nuclei
P3.2,8x25,31 nuclei
P3.2,8x26,44 nuclei
P3.2,8x27,20 nuclei
P3.2,8x28,44 nuclei
P3.2,8x29,34 nuclei
P3.2,8x30,15 nuclei
P3.2,8x31,17 nuclei
P3.2,8x32,3 nuclei
P3.2,8x33,15 nuclei
P3.2,9x11,59 nuclei
P3.2,9x12,40 nuclei
P3.2,9x13,75 nuclei
P3.2,9x14,23 nuclei
P3.2,9x15,28 nuclei
P3.2,9x16,68 nuclei
P3.2,9x17,48 nuclei
P3.2,9x18,107 nuclei
P3.2,9x19,22 nuclei
P3.2,9x20,19 nuclei
P3.2,9x21,18 nuclei
P3.2,9x22,14 nuclei
P3.2,9x23,8 nuclei
P3.2,9x24,10 nuclei
P3.2,9x25,8 nuclei
P3.2,9x26,22 nuclei
P3.2,9x27,18 nuclei
P3.2,9x28,45 nuclei
P3.2,9x29,2 nuclei
P3.2,9x30,26 nuclei
P3.2,9x31,20 nuclei
P3.2,9x32,6 nuclei
P3.2,9x33,6 nuclei
P3.3,10x10,65 nuclei
P3.3,10x11,66 nuclei
P3.3,10x12,60 nuclei
P3.3,10x13,89 nuclei
P3.3,10x14,61 nuclei
P3.3,10x15,45 nuclei
P3.3,10x16,77 nuclei
P3.3,10x17,28 nuclei
P3.3,10x18,37 nuclei
P3.3,10x19,37 nuclei
P3.3,10x2,22 nuclei
P3.3,10x20,57 nuclei
P3.3,10x21,34 nuclei
P3.3,10x22,22 nuclei
P3.3,10x23,27 nuclei
P3.3,10x24,108 nuclei
P3.3,10x25,115 nuclei
P3.3,10x26,25 nuclei
P3.3,10x27,6 nuclei
P3.3,10x3,22 nuclei
P3.3,10x4,19 nuclei
P3.3,10x5,30 nuclei
P3.3,10x6,6 nuclei
P3.3,10x7,16 nuclei
P3.3,10x8,16 nuclei
P3.3,10x9,20 nuclei
P3.3,11x10,42 nuclei
P3.3,11x11,53 nuclei
P3.3,11x12,75 nuclei
P3.3,11x13,88 nuclei
P3.3,11x14,41 nuclei
P3.3,11x15,134 nuclei
P3.3,11x16,90 nuclei
P3.3,11x17,85 nuclei
P3.3,11x18,99 nuclei
P3.3,11x19,58 nuclei
P3.3,11x2,15 nuclei
P3.3,11x20,45 nuclei
P3.3,11x21,31 nuclei
P3.3,11x22,30 nuclei
P3.3,11x23,30 nuclei
P3.3,11x24,84 nuclei
P3.3,11x25,29 nuclei
P3.3,11x26,48 nuclei
P3.3,11x27,25 nuclei
P3.3,11x3,60 nuclei
P3.3,11x4,29 nuclei
P3.3,11x5,15 nuclei
P3.3,11x6,60 nuclei
P3.3,11x7,30 nuclei
P3.3,11x8,27 nuclei
P3.3,11x9,27 nuclei
P3.3,12x10,127 nuclei
P3.3,12x11,69 nuclei
P3.3,12x12,119 nuclei
P3.3,12x13,74 nuclei
P3.3,12x14,68 nuclei
P3.3,12x15,31 nuclei
P3.3,12x16,65 nuclei
P3.3,12x17,101 nuclei
P3.3,12x18,31 nuclei
P3.3,12x19,60 nuclei
P3.3,12x2,20 nuclei
P3.3,12x20,96 nuclei
P3.3,12x21,89 nuclei
P3.3,12x22,103 nuclei
P3.3,12x23,38 nuclei
P3.3,12x24,49 nuclei
P3.3,12x25,46 nuclei
P3.3,12x26,53 nuclei
P3.3,12x27,26 nuclei
P3.3,12x28,7 nuclei
P3.3,12x3,30 nuclei
P3.3,12x4,19 nuclei
P3.3,12x5,42 nuclei
P3.3,12x6,15 nuclei
P3.3,12x7,36 nuclei
P3.3,12x8,30 nuclei
P3.3,12x9,142 nuclei
P3.3,13x10,90 nuclei
P3.3,13x11,135 nuclei
P3.3,13x12,45 nuclei
P3.3,13x13,30 nuclei
P3.3,13x14,31 nuclei
P3.3,13x15,57 nuclei
P3.3,13x16,121 nuclei
P3.3,13x17,13 nuclei
P3.3,13x18,26 nuclei
P3.3,13x19,86 nuclei
P3.3,13x2,35 nuclei
P3.3,13x20,45 nuclei
P3.3,13x21,37 nuclei
P3.3,13x22,51 nuclei
P3.3,13x23,82 nuclei
P3.3,13x24,115 nuclei
P3.3,13x25,65 nuclei
P3.3,13x26,92 nuclei
P3.3,13x28,67 nuclei
P3.3,13x3,35 nuclei
P3.3,13x4,10 nuclei
P3.3,13x5,30 nuclei
P3.3,13x6,10 nuclei
P3.3,13x7,13 nuclei
P3.3,13x8,10 nuclei
P3.3,13x9,50 nuclei
P3.3,14x10,58 nuclei
P3.3,14x11,115 nuclei
P3.3,14x12,100 nuclei
P3.3,14x13,111 nuclei
P3.3,14x14,76 nuclei
P3.3,14x15,43 nuclei
P3.3,14x16,124 nuclei
P3.3,14x17,96 nuclei
P3.3,14x18,14 nuclei
P3.3,14x19,44 nuclei
P3.3,14x2,48 nuclei
P3.3,14x20,19 nuclei
P3.3,14x21,8 nuclei
P3.3,14x22,101 nuclei
P3.3,14x23,31 nuclei
P3.3,14x24,54 nuclei
P3.3,14x25,60 nuclei
P3.3,14x26,73 nuclei
P3.3,14x27,143 nuclei
P3.3,14x28,30 nuclei
P3.3,14x3,50 nuclei
P3.3,14x4,21 nuclei
P3.3,14x5,20 nuclei
P3.3,14x6,55 nuclei
P3.3,14x7,63 nuclei
P3.3,14x8,51 nuclei
P3.3,14x9,24 nuclei
P3.3,15x10,20 nuclei
P3.3,15x11,27 nuclei
P3.3,15x12,32 nuclei
P3.3,15x13,15 nuclei
P3.3,15x14,42 nuclei
P3.3,15x15,83 nuclei
P3.3,15x16,92 nuclei
P3.3,15x17,39 nuclei
P3.3,15x18,44 nuclei
P3.3,15x19,61 nuclei
P3.3,15x2,49 nuclei
P3.3,15x20,120 nuclei
P3.3,15x21,57 nuclei
P3.3,15x23,77 nuclei
P3.3,15x24,50 nuclei
P3.3,15x25,60 nuclei
P3.3,15x26,96 nuclei
P3.3,15x27,0 nuclei
P3.3,15x4,54 nuclei
P3.3,15x5,48 nuclei
P3.3,15x6,19 nuclei
P3.3,15x7,45 nuclei
P3.3,15x8,49 nuclei
P3.3,15x9,44 nuclei
P3.3,16x10,21 nuclei
P3.3,16x11,18 nuclei
P3.3,16x12,12 nuclei
P3.3,16x13,12 nuclei
P3.3,16x14,24 nuclei
P3.3,16x15,90 nuclei
P3.3,16x16,54 nuclei
P3.3,16x17,82 nuclei
P3.3,16x18,17 nuclei
P3.3,16x19,98 nuclei
P3.3,16x2,29 nuclei
P3.3,16x20,124 nuclei
P3.3,16x21,95 nuclei
P3.3,16x22,94 nuclei
P3.3,16x23,73 nuclei
P3.3,16x24,60 nuclei
P3.3,16x25,18 nuclei
P3.3,16x3,37 nuclei
P3.3,16x4,31 nuclei
P3.3,16x5,43 nuclei
P3.3,16x6,16 nuclei
P3.3,16x7,19 nuclei
P3.3,16x8,13 nuclei
P3.3,16x9,9 nuclei
P3.3,17x10,55 nuclei
P3.3,17x11,49 nuclei
P3.3,17x12,10 nuclei
P3.3,17x13,13 nuclei
P3.3,17x14,22 nuclei
P3.3,17x15,12 nuclei
P3.3,17x16,17 nuclei
P3.3,17x17,84 nuclei
P3.3,17x18,121 nuclei
P3.3,17x19,151 nuclei
P3.3,17x2,43 nuclei
P3.3,17x20,94 nuclei
P3.3,17x21,88 nuclei
P3.3,17x22,122 nuclei
P3.3,17x23,130 nuclei
P3.3,17x24,31 nuclei
P3.3,17x3,46 nuclei
P3.3,17x4,13 nuclei
P3.3,17x5,44 nuclei
P3.3,17x6,42 nuclei
P3.3,17x7,49 nuclei
P3.3,17x8,54 nuclei
P3.3,17x9,61 nuclei
P3.3,18x10,29 nuclei
P3.3,18x11,57 nuclei
P3.3,18x12,47 nuclei
P3.3,18x13,18 nuclei
P3.3,18x14,38 nuclei
P3.3,18x15,24 nuclei
P3.3,18x16,32 nuclei
P3.3,18x17,28 nuclei
P3.3,18x18,39 nuclei
P3.3,18x19,87 nuclei
P3.3,18x2,31 nuclei
P3.3,18x20,136 nuclei
P3.3,18x21,109 nuclei
P3.3,18x22,151 nuclei
P3.3,18x23,19 nuclei
P3.3,18x3,12 nuclei
P3.3,18x4,39 nuclei
P3.3,18x5,54 nuclei
P3.3,18x6,35 nuclei
P3.3,18x7,14 nuclei
P3.3,18x8,38 nuclei
P3.3,18x9,64 nuclei
P3.3,19x10,54 nuclei
P3.3,19x11,65 nuclei
P3.3,19x12,20 nuclei
P3.3,19x13,23 nuclei
P3.3,19x14,19 nuclei
P3.3,19x15,64 nuclei
P3.3,19x16,89 nuclei
P3.3,19x17,22 nuclei
P3.3,19x18,59 nuclei
P3.3,19x19,86 nuclei
P3.3,19x2,85 nuclei
P3.3,19x20,92 nuclei
P3.3,19x21,77 nuclei
P3.3,19x3,26 nuclei
P3.3,19x4,35 nuclei
P3.3,19x5,41 nuclei
P3.3,19x6,65 nuclei
P3.3,19x7,60 nuclei
P3.3,19x8,25 nuclei
P3.3,19x9,28 nuclei
P3.3,20x10,49 nuclei
P3.3,20x11,87 nuclei
P3.3,20x12,63 nuclei
P3.3,20x13,25 nuclei
P3.3,20x14,13 nuclei
P3.3,20x15,22 nuclei
P3.3,20x16,69 nuclei
P3.3,20x17,83 nuclei
P3.3,20x18,93 nuclei
P3.3,20x19,94 nuclei
P3.3,20x2,54 nuclei
P3.3,20x20,65 nuclei
P3.3,20x3,25 nuclei
P3.3,20x4,43 nuclei
P3.3,20x5,44 nuclei
P3.3,20x6,32 nuclei
P3.3,20x7,39 nuclei
P3.3,20x8,40 nuclei
P3.3,20x9,30 nuclei
P3.3,21x10,21 nuclei
P3.3,21x11,33 nuclei
P3.3,21x12,70 nuclei
P3.3,21x13,17 nuclei
P3.3,21x14,25 nuclei
P3.3,21x15,51 nuclei
P3.3,21x16,28 nuclei
P3.3,21x17,35 nuclei
P3.3,21x18,84 nuclei
P3.3,21x19,111 nuclei
P3.3,21x2,52 nuclei
P3.3,21x20,10 nuclei
P3.3,21x3,52 nuclei
P3.3,21x4,31 nuclei
P3.3,21x5,25 nuclei
P3.3,21x7,79 nuclei
P3.3,21x8,49 nuclei
P3.3,21x9,22 nuclei
P3.3,22x10,39 nuclei
P3.3,22x11,19 nuclei
P3.3,22x12,6 nuclei
P3.3,22x13,41 nuclei
P3.3,22x14,34 nuclei
P3.3,22x15,13 nuclei
P3.3,22x16,74 nuclei
P3.3,22x17,46 nuclei
P3.3,22x18,75 nuclei
P3.3,22x19,10 nuclei
P3.3,22x2,31 nuclei
P3.3,22x3,24 nuclei
P3.3,22x4,48 nuclei
P3.3,22x7,54 nuclei
P3.3,22x8,47 nuclei
P3.3,22x9,40 nuclei
P3.3,23x10,44 nuclei
P3.3,23x11,36 nuclei
P3.3,23x12,35 nuclei
P3.3,23x13,26 nuclei
P3.3,23x14,70 nuclei
P3.3,23x15,19 nuclei
P3.3,23x16,28 nuclei
P3.3,23x2,1 nucleus
P3.3,23x3,42 nuclei
P3.3,23x8,35 nuclei
P3.3,23x9,29 nuclei
P3.3,24x10,41 nuclei
P3.3,24x11,37 nuclei
P3.3,24x12,6 nuclei
P3.3,24x14,2 nuclei
P3.3,24x15,3 nuclei
P3.3,24x8,3 nuclei
P3.3,24x9,53 nuclei
P3.3,25x9,1 nucleus
P3.3,2x10,56 nuclei
P3.3,2x11,63 nuclei
P3.3,2x12,46 nuclei
P3.3,2x13,75 nuclei
P3.3,2x14,46 nuclei
P3.3,2x15,81 nuclei
P3.3,2x16,9 nuclei
P3.3,2x17,88 nuclei
P3.3,2x18,151 nuclei
P3.3,2x19,91 nuclei
P3.3,2x20,49 nuclei
P3.3,2x21,121 nuclei
P3.3,2x22,78 nuclei
P3.3,2x23,119 nuclei
P3.3,2x24,51 nuclei
P3.3,2x25,20 nuclei
P3.3,2x6,105 nuclei
P3.3,2x7,122 nuclei
P3.3,2x8,77 nuclei
P3.3,2x9,62 nuclei
P3.3,3x10,100 nuclei
P3.3,3x11,137 nuclei
P3.3,3x12,75 nuclei
P3.3,3x13,92 nuclei
P3.3,3x14,58 nuclei
P3.3,3x15,88 nuclei
P3.3,3x16,62 nuclei
P3.3,3x17,36 nuclei
P3.3,3x18,137 nuclei
P3.3,3x19,82 nuclei
P3.3,3x20,57 nuclei
P3.3,3x21,82 nuclei
P3.3,3x22,124 nuclei
P3.3,3x23,38 nuclei
P3.3,3x24,66 nuclei
P3.3,3x25,38 nuclei
P3.3,3x6,45 nuclei
P3.3,3x7,10 nuclei
P3.3,3x8,22 nuclei
P3.3,3x9,36 nuclei
P3.3,4x10,74 nuclei
P3.3,4x11,53 nuclei
P3.3,4x12,67 nuclei
P3.3,4x13,51 nuclei
P3.3,4x14,101 nuclei
P3.3,4x15,48 nuclei
P3.3,4x16,109 nuclei
P3.3,4x17,75 nuclei
P3.3,4x18,89 nuclei
P3.3,4x19,82 nuclei
P3.3,4x20,94 nuclei
P3.3,4x21,72 nuclei
P3.3,4x22,74 nuclei
P3.3,4x23,40 nuclei
P3.3,4x24,33 nuclei
P3.3,4x25,52 nuclei
P3.3,4x26,4 nuclei
P3.3,4x6,77 nuclei
P3.3,4x7,50 nuclei
P3.3,4x8,89 nuclei
P3.3,4x9,69 nuclei
P3.3,5x10,26 nuclei
P3.3,5x11,82 nuclei
P3.3,5x12,46 nuclei
P3.3,5x13,128 nuclei
P3.3,5x14,102 nuclei
P3.3,5x15,101 nuclei
P3.3,5x16,86 nuclei
P3.3,5x17,83 nuclei
P3.3,5x18,64 nuclei
P3.3,5x19,89 nuclei
P3.3,5x20,76 nuclei
P3.3,5x21,94 nuclei
P3.3,5x22,100 nuclei
P3.3,5x23,90 nuclei
P3.3,5x24,54 nuclei
P3.3,5x25,42 nuclei
P3.3,5x26,19 nuclei
P3.3,5x6,39 nuclei
P3.3,5x7,44 nuclei
P3.3,5x8,68 nuclei
P3.3,5x9,47 nuclei
P3.3,6x10,12 nuclei
P3.3,6x11,40 nuclei
P3.3,6x12,110 nuclei
P3.3,6x13,104 nuclei
P3.3,6x14,109 nuclei
P3.3,6x15,130 nuclei
P3.3,6x16,49 nuclei
P3.3,6x17,65 nuclei
P3.3,6x18,82 nuclei
P3.3,6x19,60 nuclei
P3.3,6x2,25 nuclei
P3.3,6x20,56 nuclei
P3.3,6x21,48 nuclei
P3.3,6x22,98 nuclei
P3.3,6x23,107 nuclei
P3.3,6x24,63 nuclei
P3.3,6x25,40 nuclei
P3.3,6x26,47 nuclei
P3.3,6x3,22 nuclei
P3.3,6x4,15 nuclei
P3.3,6x5,21 nuclei
P3.3,6x6,30 nuclei
P3.3,6x7,21 nuclei
P3.3,6x8,48 nuclei
P3.3,6x9,41 nuclei
P3.3,7x10,25 nuclei
P3.3,7x11,26 nuclei
P3.3,7x12,62 nuclei
P3.3,7x13,75 nuclei
P3.3,7x14,95 nuclei
P3.3,7x15,57 nuclei
P3.3,7x16,84 nuclei
P3.3,7x17,44 nuclei
P3.3,7x18,31 nuclei
P3.3,7x19,30 nuclei
P3.3,7x2,30 nuclei
P3.3,7x20,52 nuclei
P3.3,7x21,30 nuclei
P3.3,7x22,70 nuclei
P3.3,7x23,80 nuclei
P3.3,7x24,116 nuclei
P3.3,7x25,74 nuclei
P3.3,7x26,91 nuclei
P3.3,7x3,35 nuclei
P3.3,7x4,29 nuclei
P3.3,7x5,24 nuclei
P3.3,7x6,15 nuclei
P3.3,7x7,30 nuclei
P3.3,7x8,11 nuclei
P3.3,7x9,28 nuclei
P3.3,8x10,38 nuclei
P3.3,8x11,64 nuclei
P3.3,8x12,107 nuclei
P3.3,8x13,16 nuclei
P3.3,8x14,34 nuclei
P3.3,8x15,11 nuclei
P3.3,8x16,22 nuclei
P3.3,8x17,66 nuclei
P3.3,8x18,110 nuclei
P3.3,8x19,104 nuclei
P3.3,8x2,119 nuclei
P3.3,8x20,40 nuclei
P3.3,8x21,35 nuclei
P3.3,8x22,32 nuclei
P3.3,8x23,101 nuclei
P3.3,8x24,34 nuclei
P3.3,8x25,117 nuclei
P3.3,8x26,83 nuclei
P3.3,8x3,23 nuclei
P3.3,8x4,20 nuclei
P3.3,8x5,53 nuclei
P3.3,8x6,18 nuclei
P3.3,8x7,29 nuclei
P3.3,8x8,34 nuclei
P3.3,8x9,29 nuclei
P3.3,9x10,25 nuclei
P3.3,9x11,57 nuclei
P3.3,9x12,35 nuclei
P3.3,9x13,37 nuclei
P3.3,9x14,55 nuclei
P3.3,9x15,58 nuclei
P3.3,9x16,91 nuclei
P3.3,9x17,89 nuclei
P3.3,9x18,43 nuclei
P3.3,9x19,85 nuclei
P3.3,9x2,11 nuclei
P3.3,9x20,116 nuclei
P3.3,9x21,59 nuclei
P3.3,9x22,24 nuclei
P3.3,9x23,32 nuclei
P3.3,9x24,32 nuclei
P3.3,9x25,49 nuclei
P3.3,9x26,54 nuclei
P3.3,9x3,45 nuclei
P3.3,9x4,129 nuclei
P3.3,9x5,7 nuclei
P3.3,9x6,24 nuclei
P3.3,9x7,22 nuclei
P3.3,9x8,10 nuclei
P3.3,9x9,12 nuclei
P4.1,10x10,50 nuclei
P4.1,10x11,33 nuclei
P4.1,10x12,26 nuclei
P4.1,10x13,10 nuclei
P4.1,10x15,15 nuclei
P4.1,10x16,45 nuclei
P4.1,10x17,38 nuclei
P4.1,10x18,42 nuclei
P4.1,10x19,34 nuclei
P4.1,10x2,26 nuclei
P4.1,10x20,21 nuclei
P4.1,10x21,18 nuclei
P4.1,10x22,29 nuclei
P4.1,10x23,26 nuclei
P4.1,10x24,41 nuclei
P4.1,10x25,44 nuclei
P4.1,10x26,90 nuclei
P4.1,10x27,106 nuclei
P4.1,10x28,118 nuclei
P4.1,10x29,50 nuclei
P4.1,10x3,21 nuclei
P4.1,10x30,17 nuclei
P4.1,10x31,18 nuclei
P4.1,10x32,60 nuclei
P4.1,10x33,32 nuclei
P4.1,10x34,23 nuclei
P4.1,10x4,60 nuclei
P4.1,10x5,27 nuclei
P4.1,10x6,20 nuclei
P4.1,10x7,16 nuclei
P4.1,10x8,15 nuclei
P4.1,10x9,19 nuclei
P4.1,11x10,15 nuclei
P4.1,11x11,18 nuclei
P4.1,11x12,32 nuclei
P4.1,11x13,21 nuclei
P4.1,11x14,25 nuclei
P4.1,11x15,29 nuclei
P4.1,11x16,19 nuclei
P4.1,11x17,36 nuclei
P4.1,11x18,33 nuclei
P4.1,11x19,27 nuclei
P4.1,11x2,34 nuclei
P4.1,11x20,45 nuclei
P4.1,11x21,28 nuclei
P4.1,11x22,30 nuclei
P4.1,11x23,25 nuclei
P4.1,11x24,34 nuclei
P4.1,11x25,14 nuclei
P4.1,11x26,63 nuclei
P4.1,11x27,156 nuclei
P4.1,11x28,173 nuclei
P4.1,11x29,46 nuclei
P4.1,11x3,44 nuclei
P4.1,11x30,42 nuclei
P4.1,11x31,17 nuclei
P4.1,11x32,34 nuclei
P4.1,11x33,70 nuclei
P4.1,11x34,11 nuclei
P4.1,11x4,58 nuclei
P4.1,11x5,32 nuclei
P4.1,11x6,44 nuclei
P4.1,11x7,26 nuclei
P4.1,11x8,18 nuclei
P4.1,11x9,34 nuclei
P4.1,12x10,31 nuclei
P4.1,12x11,19 nuclei
P4.1,12x12,24 nuclei
P4.1,12x13,35 nuclei
P4.1,12x14,29 nuclei
P4.1,12x15,18 nuclei
P4.1,12x16,38 nuclei
P4.1,12x17,36 nuclei
P4.1,12x18,25 nuclei
P4.1,12x19,36 nuclei
P4.1,12x2,37 nuclei
P4.1,12x20,42 nuclei
P4.1,12x21,50 nuclei
P4.1,12x22,24 nuclei
P4.1,12x23,100 nuclei
P4.1,12x24,40 nuclei
P4.1,12x25,41 nuclei
P4.1,12x26,34 nuclei
P4.1,12x27,48 nuclei
P4.1,12x28,61 nuclei
P4.1,12x29,72 nuclei
P4.1,12x3,22 nuclei
P4.1,12x30,37 nuclei
P4.1,12x31,28 nuclei
P4.1,12x32,30 nuclei
P4.1,12x33,31 nuclei
P4.1,12x4,67 nuclei
P4.1,12x5,52 nuclei
P4.1,12x6,25 nuclei
P4.1,12x7,25 nuclei
P4.1,12x8,25 nuclei
P4.1,12x9,36 nuclei
P4.1,13x10,16 nuclei
P4.1,13x11,21 nuclei
P4.1,13x12,22 nuclei
P4.1,13x13,28 nuclei
P4.1,13x14,26 nuclei
P4.1,13x15,40 nuclei
P4.1,13x16,23 nuclei
P4.1,13x17,51 nuclei
P4.1,13x18,7 nuclei
P4.1,13x19,31 nuclei
P4.1,13x2,25 nuclei
P4.1,13x20,28 nuclei
P4.1,13x21,20 nuclei
P4.1,13x22,25 nuclei
P4.1,13x23,43 nuclei
P4.1,13x24,44 nuclei
P4.1,13x25,58 nuclei
P4.1,13x26,47 nuclei
P4.1,13x27,31 nuclei
P4.1,13x28,27 nuclei
P4.1,13x29,31 nuclei
P4.1,13x3,21 nuclei
P4.1,13x30,36 nuclei
P4.1,13x31,36 nuclei
P4.1,13x32,49 nuclei
P4.1,13x33,40 nuclei
P4.1,13x34,22 nuclei
P4.1,13x4,52 nuclei
P4.1,13x5,25 nuclei
P4.1,13x6,13 nuclei
P4.1,13x7,25 nuclei
P4.1,13x8,33 nuclei
P4.1,13x9,21 nuclei
P4.1,14x10,20 nuclei
P4.1,14x11,18 nuclei
P4.1,14x12,42 nuclei
P4.1,14x13,26 nuclei
P4.1,14x14,42 nuclei
P4.1,14x15,40 nuclei
P4.1,14x16,25 nuclei
P4.1,14x17,18 nuclei
P4.1,14x18,44 nuclei
P4.1,14x19,21 nuclei
P4.1,14x2,25 nuclei
P4.1,14x20,29 nuclei
P4.1,14x21,31 nuclei
P4.1,14x22,30 nuclei
P4.1,14x23,23 nuclei
P4.1,14x24,33 nuclei
P4.1,14x25,59 nuclei
P4.1,14x26,39 nuclei
P4.1,14x27,62 nuclei
P4.1,14x28,32 nuclei
P4.1,14x29,25 nuclei
P4.1,14x3,22 nuclei
P4.1,14x30,30 nuclei
P4.1,14x31,24 nuclei
P4.1,14x32,36 nuclei
P4.1,14x33,54 nuclei
P4.1,14x34,40 nuclei
P4.1,14x4,70 nuclei
P4.1,14x5,33 nuclei
P4.1,14x6,24 nuclei
P4.1,14x7,31 nuclei
P4.1,14x8,30 nuclei
P4.1,14x9,27 nuclei
P4.1,15x10,19 nuclei
P4.1,15x11,29 nuclei
P4.1,15x12,39 nuclei
P4.1,15x13,30 nuclei
P4.1,15x14,32 nuclei
P4.1,15x15,38 nuclei
P4.1,15x16,60 nuclei
P4.1,15x17,70 nuclei
P4.1,15x18,107 nuclei
P4.1,15x19,28 nuclei
P4.1,15x2,31 nuclei
P4.1,15x20,25 nuclei
P4.1,15x21,47 nuclei
P4.1,15x23,18 nuclei
P4.1,15x24,41 nuclei
P4.1,15x25,30 nuclei
P4.1,15x26,47 nuclei
P4.1,15x27,47 nuclei
P4.1,15x28,37 nuclei
P4.1,15x29,30 nuclei
P4.1,15x30,54 nuclei
P4.1,15x34,12 nuclei
P4.1,15x4,41 nuclei
P4.1,15x5,28 nuclei
P4.1,15x6,12 nuclei
P4.1,15x7,21 nuclei
P4.1,15x8,16 nuclei
P4.1,15x9,29 nuclei
P4.1,16x10,28 nuclei
P4.1,16x11,42 nuclei
P4.1,16x12,31 nuclei
P4.1,16x13,31 nuclei
P4.1,16x14,56 nuclei
P4.1,16x15,47 nuclei
P4.1,16x16,95 nuclei
P4.1,16x17,114 nuclei
P4.1,16x18,115 nuclei
P4.1,16x19,63 nuclei
P4.1,16x2,11 nuclei
P4.1,16x20,39 nuclei
P4.1,16x21,31 nuclei
P4.1,16x22,22 nuclei
P4.1,16x23,35 nuclei
P4.1,16x24,31 nuclei
P4.1,16x25,15 nuclei
P4.1,16x26,42 nuclei
P4.1,16x27,36 nuclei
P4.1,16x28,33 nuclei
P4.1,16x29,52 nuclei
P4.1,16x3,28 nuclei
P4.1,16x30,34 nuclei
P4.1,16x31,28 nuclei
P4.1,16x32,22 nuclei
P4.1,16x33,38 nuclei
P4.1,16x34,38 nuclei
P4.1,16x4,21 nuclei
P4.1,16x5,18 nuclei
P4.1,16x6,18 nuclei
P4.1,16x7,14 nuclei
P4.1,16x8,14 nuclei
P4.1,16x9,17 nuclei
P4.1,17x10,45 nuclei
P4.1,17x11,46 nuclei
P4.1,17x12,38 nuclei
P4.1,17x13,42 nuclei
P4.1,17x14,35 nuclei
P4.1,17x15,42 nuclei
P4.1,17x16,130 nuclei
P4.1,17x17,108 nuclei
P4.1,17x18,18 nuclei
P4.1,17x19,95 nuclei
P4.1,17x2,0 nuclei
P4.1,17x20,39 nuclei
P4.1,17x21,39 nuclei
P4.1,17x22,36 nuclei
P4.1,17x23,44 nuclei
P4.1,17x24,26 nuclei
P4.1,17x25,37 nuclei
P4.1,17x26,36 nuclei
P4.1,17x27,75 nuclei
P4.1,17x28,55 nuclei
P4.1,17x29,42 nuclei
P4.1,17x3,6 nuclei
P4.1,17x30,17 nuclei
P4.1,17x31,41 nuclei
P4.1,17x32,29 nuclei
P4.1,17x33,29 nuclei
P4.1,17x34,23 nuclei
P4.1,17x4,24 nuclei
P4.1,17x5,32 nuclei
P4.1,17x6,24 nuclei
P4.1,17x7,23 nuclei
P4.1,17x8,24 nuclei
P4.1,17x9,42 nuclei
P4.1,18x10,47 nuclei
P4.1,18x11,54 nuclei
P4.1,18x12,37 nuclei
P4.1,18x13,46 nuclei
P4.1,18x14,58 nuclei
P4.1,18x15,77 nuclei
P4.1,18x16,113 nuclei
P4.1,18x17,96 nuclei
P4.1,18x18,151 nuclei
P4.1,18x19,99 nuclei
P4.1,18x20,107 nuclei
